,Satkhira,April,3,0.504,0.539,0.48,0.585,0.351,0.433,0.504,0.445,0.562,0.422,0.234,0.457,0.304,0.316,0.351,0.328,0.433,0.433,0.222,0.176,0.492,0.504,0.55,0.539,0.468,0.269,0.468,0.457,0.691,0.504,**,0.316,0.398,0.468,0.363,0.234,0.422,0.48,0.386,0.504,0.504,0.41,0.363,0.258,0.386,0.504,0.117,0.152,0.246,0.468,0.433,0.07,0.504,0.269,0.304,0.164,0.164,0.48,0.141,0.234,0.515,,0.198,0.245,0.163,0.175,0.256,0.21,0.221,0.198,0.198,0.152,0.152,0.175,0.186,0.221,0.221,0.198,0.245,0.245,0.268,0.245,0.256,0.245,0.233,0.245,0.245,0.268,0.28,0.268,0.268,0.245,,0.233,0.291,0.373,0.245,0.28,0.338,0.361,0.385,0.408,0.408,0.385,0.245,0.245,0.268,0.315,0.361,0.35,0.35,0.466,0.408,0.361,0.198,0.431,0.431,0.466,0.466,0.49,0.466,0.431,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Satkhira,April,4,0.55,0.585,0.457,0.328,0.375,0.527,0.398,0.48,0.574,0.433,0.269,0.164,0.55,0.585,0.574,0.539,0.492,0.562,0.504,0.468,0.574,0.597,0.644,0.597,0.609,0.55,0.562,0.55,0.539,0.632,**,0.515,0.48,0.621,0.515,0.515,0.574,0.562,0.187,0.574,0.562,0.55,0.574,0.304,0.597,0.492,0.152,0.222,0.34,0.597,0.363,0.094,0.621,0.55,0.515,0.047,0.047,0.457,0.047,0.539,0.621,,0.361,0.175,0.245,0.326,0.338,0.338,0.326,0.221,0.245,0.175,0.221,0.326,0.303,0.303,0.338,0.245,0.385,0.431,0.478,0.466,0.478,0.245,0.245,0.326,0.315,0.35,0.35,0.315,0.326,0.361,,0.385,0.315,0.221,0.35,0.385,0.361,0.501,0.478,0.583,0.571,0.431,0.338,0.291,0.361,0.455,0.501,0.466,0.42,0.629,0.49,0.42,0.233,0.571,0.571,0.594,0.583,0.571,0.594,0.478,0.396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Satkhira,April,5,0.644,0.621,0.34,0.386,0.527,0.632,0.726,0.574,0.621,0.457,0.48,0.703,0.632,0.644,0.621,0.585,0.585,0.621,0.714,0.691,0.667,0.644,0.691,0.679,0.691,0.632,0.656,0.644,0.667,0.714,**,0.621,0.621,0.644,0.644,0.574,0.656,0.667,0.34,0.667,0.644,0.632,0.527,0.48,0.644,0.527,0.48,0.515,0.316,0.656,0.632,0.539,0.152,0.644,0.621,0.152,0.152,0.597,0.585,0.785,0.703,,0.443,0.385,0.501,0.478,0.466,0.501,0.49,0.245,0.28,0.245,0.21,0.466,0.42,0.361,0.455,0.385,0.524,0.478,0.548,0.536,0.571,0.256,0.291,0.536,0.536,0.559,0.524,0.478,0.513,0.501,,0.501,0.326,0.186,0.385,0.361,0.35,0.629,0.606,0.618,0.641,0.594,0.408,0.315,0.431,0.583,0.618,0.618,0.466,0.641,0.478,0.478,0.245,0.594,0.618,0.653,0.618,0.618,0.629,0.501,0.361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Satkhira,April,6,0.691,0.281,0.574,0.304,0.375,0.656,0.714,0.667,0.691,0.515,0.621,0.714,0.714,0.726,0.679,0.667,0.644,0.667,0.691,0.738,0.679,0.738,0.714,0.703,0.714,0.691,0.691,0.714,0.738,0.761,**,0.667,0.644,0.574,0.644,0.621,0.726,0.679,0.304,0.703,0.644,0.644,0.351,0.82,0.667,0.621,0.644,0.656,0.34,0.703,0.644,0.363,0.714,0.351,0.386,0.34,0.34,0.585,0.422,0.492,0.773,,0.524,0.501,0.571,0.49,0.548,0.548,0.583,0.291,0.536,0.49,0.385,0.571,0.524,0.524,0.571,0.571,0.606,0.606,0.641,0.583,0.618,0.221,0.548,0.618,0.618,0.583,0.583,0.524,0.594,0.583,,0.641,0.315,0.338,0.396,0.501,0.478,0.618,0.641,0.641,0.699,0.618,0.466,0.35,0.583,0.618,0.664,0.688,0.361,0.629,0.28,0.361,0.408,0.629,0.653,0.664,0.676,0.641,0.653,0.455,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Satkhira,April,7,0.621,0.679,0.656,0.234,0.328,0.656,0.621,0.621,0.667,0.328,0.597,0.644,0.644,0.644,0.632,0.656,0.609,0.644,0.48,0.679,0.667,0.714,0.667,0.644,0.632,0.667,0.656,0.703,0.679,0.679,**,0.632,0.269,0.433,0.621,0.562,0.703,0.621,0.363,0.656,0.656,0.621,0.574,0.585,0.632,0.609,0.656,0.679,0.375,0.656,0.48,0.141,0.351,0.738,0.714,0.281,0.281,0.281,0.82,0.738,0.738,,0.571,0.548,0.559,0.548,0.571,0.606,0.629,0.35,0.594,0.594,0.618,0.594,0.629,0.513,0.606,0.653,0.641,0.664,0.676,0.664,0.664,0.21,0.594,0.618,0.664,0.688,0.629,0.559,0.641,0.618,,0.268,0.35,0.28,0.443,0.653,0.559,0.594,0.618,0.618,0.699,0.536,0.501,0.361,0.513,0.536,0.571,0.548,0.676,0.618,0.233,0.256,0.42,0.606,0.629,0.641,0.641,0.629,0.618,0.513,0.385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Satkhira,April,8,0.515,0.527,0.621,0.304,0.246,0.609,0.527,0.585,0.562,0.585,0.585,0.621,0.621,0.55,0.515,0.504,0.492,0.539,0.176,0.597,0.585,0.55,0.562,0.574,0.609,0.527,0.504,0.48,0.562,0.574,**,0.585,0.574,0.34,0.515,0.48,0.375,0.55,0.422,0.597,0.597,0.574,0.527,0.187,0.515,0.281,0.34,0.515,0.316,0.539,0.222,0.258,0.269,0.316,0.375,0.07,0.07,0.129,0.187,0.679,0.621,,0.618,0.594,0.618,0.478,0.618,0.594,0.594,0.49,0.513,0.408,0.606,0.571,0.571,0.501,0.594,0.711,0.723,0.618,0.653,0.641,0.641,0.629,0.186,0.664,0.664,0.688,0.711,0.548,0.583,0.571,,0.49,0.385,0.408,0.641,0.688,0.478,0.513,0.466,0.478,0.583,0.618,0.548,0.513,0.501,0.548,0.548,0.513,0.618,0.594,0.128,0.361,0.443,0.583,0.571,0.594,0.594,0.571,0.594,0.536,0.326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Satkhira,April,9,0.363,0.129,0.445,0.293,0.176,0.422,0.398,0.492,0.48,0.445,0.445,0.48,0.48,0.445,0.422,0.386,0.363,0.433,0.176,0.48,0.176,0.445,0.398,0.304,0.597,0.433,0.41,0.433,0.492,0.445,**,0.41,0.41,0.222,0.363,0.363,0.433,0.41,0.34,0.48,0.504,0.457,0.445,0.48,0.492,0.304,0.445,0.492,0.222,0.48,0.375,0.059,0.211,0.164,0.433,0.012,0.012,0.41,0.422,0.504,0.457,,0.478,0.49,0.478,0.396,0.618,0.524,0.583,0.478,0.49,0.35,0.338,0.501,0.548,0.513,0.571,0.524,0.524,0.478,0.699,0.524,0.524,0.256,0.385,0.42,0.524,0.548,0.536,0.548,0.536,0.536,,0.466,0.35,0.303,0.268,0.42,0.338,0.35,0.396,0.431,0.408,0.455,0.42,0.42,0.361,0.455,0.396,0.396,0.466,0.478,0.431,0.455,0.361,0.42,0.42,0.431,0.431,0.431,0.431,0.385,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Satkhira,April,10,0.176,0.117,0.304,0.164,0.234,0.246,0.246,0.293,0.129,0.129,0.176,0.059,0.293,0.316,0.246,0.246,0.199,0.258,0.094,0.293,0.059,0.176,0.269,0.293,0.316,0.293,0.269,0.293,0.316,0.246,**,0.222,0.246,0.082,0.269,0.211,0.293,0.258,0.211,0.258,0.246,0.269,0.246,0.246,0.234,0.222,0.246,0.258,0.141,0.258,0.234,0.012,0.176,0.234,0.222,0.222,0.222,0.351,0.328,0.082,0.059,,0.396,0.408,0.385,0.326,0.408,0.408,0.455,0.338,0.396,0.256,0.408,0.42,0.443,0.478,0.396,0.245,0.431,0.396,0.361,0.443,0.443,0.42,0.163,0.571,0.361,0.431,0.455,0.408,0.524,0.478,,0.42,0.163,0.163,0.152,0.268,0.268,0.268,0.291,0.303,0.21,0.291,0.245,0.245,0.128,0.175,0.28,0.291,0.303,0.315,0.28,0.245,0.268,0.245,0.28,0.268,0.28,0.291,0.291,0.245,0.152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Satkhira,April,11,0.094,0.047,0.082,0.059,0.059,0.117,0.07,0.129,0.082,0.094,0.07,0.105,0.082,0.141,0.117,0.129,0.082,0.023,0.047,0.129,0.012,0.07,0.117,0.129,0.152,0.129,0.117,0.129,0.141,0.129,**,0.082,0.082,0.012,0.094,0.082,0.141,0.117,0.07,0.082,0.082,0.059,0.035,0.117,0.094,0.082,0.105,0.07,0.047,0.105,0.082,0.012,0.07,0.105,0.059,0.105,0.105,0.082,0.117,0.012,0.012,,0.233,0.245,0.245,0.186,0.21,0.245,0.256,0.221,0.186,0.14,0.268,0.256,0.28,0.256,0.221,0.093,0.268,0.152,0.175,0.21,0.28,0.07,0.326,0.303,0.245,0.268,0.28,0.385,0.361,0.268,,0.233,0.07,0.07,0.082,0.117,0.117,0.105,0.128,0.128,0.093,0.117,0.082,0.093,0.047,0.105,0.117,0.093,0.117,0.105,0.105,0.082,0.117,0.082,0.117,0.105,0.117,0.105,0.117,0.082,0.082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Satkhira,April,12,0.094,0.012,0.012,0.012,0.012,0.023,0.012,0.035,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.094,0.012,0.023,0.023,0.023,0.047,0.012,0.035,0.023,0.047,0.023,**,0.082,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,,0.07,0.07,0.07,0.07,0.105,0.105,0.105,0.07,0.07,0.058,0.07,0.093,0.105,0.082,0.07,0.035,0.117,0.082,0.058,0.105,0.117,0.093,0.058,0.07,0.105,0.105,0.105,0.105,0.093,0.093,,0.093,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Satkhira,April,13,0.023,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,**,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,4.672,3.841,4.309,3.044,3.044,4.625,4.59,4.578,4.754,3.747,3.747,4.192,4.614,4.742,4.52,4.368,4.309,4.602,3.361,4.707,4.262,4.824,4.988,4.848,5.187,4.567,4.789,4.719,5.164,5.023,**,4.485,4.11,4.145,4.403,4.005,4.696,4.778,2.927,4.778,4.778,4.496,3.934,3.77,4.555,3.958,3.443,3.806,2.553,4.789,3.665,1.616,3.255,3.583,3.946,1.71,1.651,3.607,3.267,4.59,4.977,0,3.974,3.765,3.928,3.566,4.254,4.196,4.359,3.019,3.578,2.96,3.392,4.068,4.114,3.846,4.138,3.741,4.58,4.266,4.685,4.545,4.709,2.774,3.147,4.51,4.417,4.627,4.58,4.266,4.569,4.371,0,3.846,2.867,2.669,3.31,4.021,3.671,4.219,4.359,4.522,4.709,4.441,3.59,3.112,3.543,4.114,4.464,4.289,4.254,4.977,3.333,3.45,2.89,4.569,4.697,4.825,4.814,4.767,4.825,4.021,3.065,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Satkhira,May,0,0.094,0.094,0.082,0.012,0.07,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.035,0.047,0.023,0.012,0.023,0.023,0.023,0.023,0.023,0.012,0.012,0.012,0.035,0.035,0.035,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.035,0.035,0.082,0.035,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.023,0.012,0.047,0.035,0.023,0.012,0.023,0.023,0.023,0.012,0.012,0.012,0.012,0.047,0.047,0.035,0.047,0.035,0.035,0.035,0.012,0.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Satkhira,May,1,0.304,0.234,0.141,0.012,0.234,0.117,0.141,0.129,0.094,0.105,0.07,0.152,0.07,0.105,0.094,0.152,0.199,0.152,0.012,0.094,0.152,0.152,0.141,0.152,0.012,0.164,0.012,0.152,0.164,0.164,0.082,0.164,0.07,0.152,0.117,0.152,0.012,0.152,0.141,0.164,0.164,0.012,0.105,0.012,0.012,0.176,0.211,0.152,0.141,0.059,0.035,0.035,0.047,0.07,0.082,0.129,0.105,0.012,0.012,0.152,0.082,0.105,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.035,0.012,0.012,0.012,0.012,0.035,0.035,0.023,0.023,0.14,0.082,0.07,0.023,0.14,0.128,0.093,0.152,0.117,0.093,0.082,0.21,0.175,0.152,0.198,0.058,0.058,0.14,0.117,0.093,0.058,0.058,0.105,0.105,0.152,0.163,0.163,0.152,0.023,0.047,0.163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Satkhira,May,2,0.574,0.328,0.199,0.012,0.386,0.234,0.246,0.246,0.246,0.199,0.152,0.129,0.258,0.246,0.269,0.246,0.328,0.222,0.07,0.269,0.246,0.246,0.258,0.187,0.012,0.246,0.105,0.234,0.234,0.246,0.316,0.386,0.117,0.234,0.211,0.234,0.035,0.152,0.363,0.386,0.386,0.316,0.398,0.105,0.094,0.316,0.363,0.222,0.199,0.152,0.047,0.035,0.234,0.105,0.234,0.199,0.222,0.012,0.012,0.316,0.176,0.199,0.082,0.105,0.047,0.047,0.047,0.047,0.093,0.082,0.14,0.128,0.128,0.082,0.082,0.128,0.14,0.093,0.152,0.14,0.175,0.198,0.093,0.093,0.128,0.082,0.047,0.012,0.035,0.117,0.117,0.093,0.117,0.268,0.315,0.128,0.093,0.268,0.268,0.175,0.338,0.117,0.163,0.117,0.361,0.28,0.186,0.245,0.268,0.268,0.431,0.128,0.198,0.233,0.245,0.163,0.163,0.21,0.21,0.245,0.268,0.012,0.093,0.117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Satkhira,May,3,0.714,0.351,0.234,0.035,0.644,0.468,0.457,0.492,0.48,0.48,0.363,0.386,0.41,0.433,0.246,0.433,0.492,0.48,0.199,0.539,0.539,0.433,0.445,0.234,0.082,0.574,0.246,0.269,0.445,0.258,0.48,0.48,0.222,0.515,0.515,0.527,0.047,0.258,0.433,0.539,0.539,0.457,0.515,0.527,0.246,0.386,0.468,0.316,0.468,0.258,0.012,0.047,0.386,0.234,0.386,0.258,0.504,0.012,0.012,0.597,0.316,0.351,0.245,0.28,0.07,0.058,0.117,0.221,0.268,0.268,0.245,0.256,0.198,0.338,0.338,0.385,0.385,0.221,0.338,0.338,0.315,0.361,0.385,0.245,0.268,0.245,0.221,0.047,0.14,0.28,0.28,0.245,0.023,0.42,0.466,0.047,0.396,0.361,0.431,0.35,0.408,0.152,0.245,0.221,0.443,0.443,0.548,0.536,0.571,0.466,0.571,0.28,0.245,0.245,0.245,0.35,0.303,0.338,0.361,0.385,0.501,0.012,0.245,0.245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Satkhira,May,4,0.726,0.304,0.164,0.082,0.667,0.55,0.515,0.621,0.644,0.574,0.504,0.445,0.539,0.574,0.293,0.621,0.585,0.574,0.386,0.422,0.621,0.375,0.504,0.34,0.129,0.585,0.351,0.55,0.632,0.667,0.621,0.609,0.386,0.293,0.574,0.597,0.152,0.363,0.433,0.656,0.656,0.632,0.609,0.574,0.585,0.504,0.574,0.585,0.632,0.246,0.023,0.07,0.55,0.597,0.609,0.597,0.609,0.012,0.012,0.667,0.386,0.012,0.408,0.49,0.245,0.07,0.28,0.385,0.396,0.373,0.315,0.35,0.245,0.536,0.501,0.536,0.524,0.361,0.49,0.478,0.478,0.594,0.536,0.198,0.513,0.315,0.28,0.082,0.315,0.501,0.478,0.361,0.012,0.478,0.536,0.047,0.559,0.431,0.478,0.478,0.641,0.012,0.21,0.245,0.361,0.618,0.688,0.606,0.618,0.548,0.618,0.361,0.606,0.455,0.478,0.478,0.536,0.385,0.326,0.408,0.455,0.513,0.431,0.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Satkhira,May,5,0.761,0.679,0.012,0.129,0.703,0.632,0.644,0.714,0.691,0.667,0.656,0.691,0.644,0.621,0.445,0.667,0.691,0.656,0.468,0.457,0.738,0.621,0.574,0.386,0.152,0.691,0.445,0.597,0.667,0.785,0.691,0.55,0.621,0.41,0.632,0.691,0.714,0.304,0.691,0.609,0.714,0.738,0.667,0.597,0.691,0.597,0.667,0.667,0.691,0.141,0.386,0.105,0.562,0.749,0.714,0.504,0.714,0.012,0.023,0.679,0.433,0.504,0.513,0.513,0.256,0.07,0.606,0.641,0.326,0.466,0.478,0.653,0.047,0.571,0.536,0.594,0.618,0.653,0.583,0.548,0.594,0.641,0.664,0.653,0.618,0.536,0.385,0.326,0.408,0.455,0.513,0.431,0.023,0.571,0.571,0.431,0.676,0.478,0.571,0.641,0.641,0.128,0.245,0.35,0.28,0.746,0.711,0.594,0.641,0.594,0.699,0.28,0.664,0.478,0.268,0.676,0.688,0.385,0.688,0.688,0.594,0.082,0.455,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Satkhira,May,6,0.621,0.504,0.035,0.129,0.656,0.714,0.667,0.703,0.667,0.679,0.714,0.714,0.703,0.703,0.55,0.691,0.714,0.679,0.48,0.48,0.703,0.703,0.258,0.55,0.152,0.703,0.55,0.433,0.738,0.082,0.714,0.504,0.773,0.258,0.55,0.749,0.632,0.574,0.855,0.527,0.761,0.749,0.527,0.504,0.738,0.691,0.679,0.656,0.808,0.176,0.398,0.094,0.609,0.621,0.749,0.574,0.41,0.082,0.035,0.738,0.504,0.492,0.583,0.583,0.338,0.128,0.664,0.664,0.711,0.548,0.699,0.664,0.012,0.618,0.711,0.723,0.711,0.711,0.676,0.688,0.606,0.676,0.734,0.711,0.734,0.758,0.315,0.233,0.583,0.478,0.443,0.315,0.035,0.664,0.711,0.478,0.338,0.385,0.641,0.734,0.711,0.082,0.117,0.396,0.012,0.653,0.781,0.594,0.723,0.536,0.746,0.163,0.711,0.559,0.28,0.711,0.734,0.699,0.711,0.699,0.629,0.093,0.501,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Satkhira,May,7,0.351,0.55,0.023,0.152,0.609,0.656,0.644,0.585,0.597,0.644,0.656,0.644,0.667,0.644,0.644,0.632,0.656,0.644,0.504,0.433,0.667,0.644,0.433,0.504,0.141,0.632,0.515,0.644,0.714,0.761,0.738,0.152,0.785,0.222,0.211,0.714,0.726,0.785,0.82,0.597,0.714,0.726,0.644,0.691,0.691,0.726,0.714,0.609,0.703,0.117,0.047,0.082,0.597,0.726,0.796,0.48,0.504,0.105,0.094,0.632,0.55,0.632,0.641,0.618,0.408,0.152,0.711,0.746,0.746,0.385,0.699,0.688,0.198,0.641,0.361,0.734,0.758,0.723,0.688,0.711,0.641,0.804,0.676,0.758,0.769,0.711,0.117,0.128,0.816,0.758,0.338,0.641,0.047,0.653,0.466,0.105,0.291,0.338,0.664,0.688,0.711,0.082,0.128,0.221,0.326,0.478,0.688,0.571,0.711,0.548,0.711,0.233,0.676,0.618,0.303,0.699,0.688,0.711,0.653,0.594,0.664,0.128,0.548,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Satkhira,May,8,0.34,0.293,0.047,0.199,0.48,0.621,0.597,0.539,0.574,0.562,0.574,0.539,0.504,0.574,0.504,0.539,0.562,0.527,0.445,0.597,0.621,0.597,0.468,0.468,0.152,0.515,0.597,0.597,0.585,0.691,0.585,0.105,0.667,0.281,0.468,0.55,0.539,0.258,0.211,0.527,0.632,0.609,0.574,0.55,0.621,0.597,0.609,0.527,0.258,0.059,0.059,0.398,0.48,0.597,0.644,0.398,0.363,0.07,0.211,0.492,0.035,0.293,0.618,0.629,0.49,0.221,0.711,0.711,0.699,0.466,0.699,0.676,0.641,0.758,0.326,0.664,0.711,0.688,0.723,0.734,0.664,0.781,0.769,0.723,0.653,0.559,0.152,0.256,0.641,0.816,0.594,0.594,0.105,0.501,0.478,0.058,0.478,0.385,0.711,0.664,0.583,0.093,0.152,0.198,0.373,0.361,0.559,0.594,0.699,0.571,0.606,0.245,0.524,0.431,0.338,0.559,0.664,0.583,0.606,0.396,0.466,0.152,0.524,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Satkhira,May,9,0.269,0.187,0.012,0.117,0.246,0.515,0.433,0.422,0.55,0.48,0.457,0.433,0.422,0.246,0.258,0.468,0.48,0.433,0.41,0.398,0.457,0.386,0.445,0.433,0.012,0.457,0.632,0.468,0.386,0.504,0.445,0.012,0.211,0.398,0.422,0.187,0.304,0.55,0.468,0.433,0.41,0.351,0.304,0.445,0.211,0.445,0.468,0.492,0.363,0.012,0.059,0.07,0.457,0.457,0.457,0.293,0.199,0.152,0.211,0.457,0.012,0.328,0.571,0.501,0.548,0.245,0.606,0.618,0.606,0.186,0.478,0.606,0.012,0.629,0.28,0.641,0.688,0.664,0.688,0.711,0.688,0.676,0.688,0.676,0.245,0.711,0.175,0.466,0.326,0.664,0.594,0.594,0.117,0.396,0.42,0.093,0.175,0.245,0.466,0.513,0.163,0.105,0.093,0.338,0.163,0.245,0.396,0.256,0.233,0.326,0.315,0.175,0.361,0.175,0.163,0.478,0.524,0.548,0.42,0.245,0.338,0.117,0.431,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Satkhira,May,10,0.141,0.082,0.012,0.07,0.129,0.258,0.293,0.281,0.375,0.293,0.281,0.293,0.258,0.129,0.281,0.316,0.293,0.281,0.398,0.199,0.281,0.293,0.258,0.269,0.164,0.152,0.55,0.316,0.141,0.316,0.281,0.012,0.199,0.328,0.094,0.269,0.304,0.293,0.34,0.293,0.304,0.258,0.211,0.304,0.34,0.281,0.304,0.152,0.164,0.164,0.047,0.047,0.293,0.293,0.316,0.117,0.187,0.152,0.258,0.141,0.012,0.164,0.478,0.21,0.385,0.326,0.14,0.49,0.49,0.455,0.221,0.28,0.012,0.524,0.105,0.431,0.49,0.501,0.466,0.513,0.478,0.513,0.513,0.536,0.117,0.128,0.082,0.082,0.361,0.513,0.478,0.443,0.175,0.21,0.256,0.233,0.303,0.245,0.303,0.361,0.326,0.163,0.047,0.023,0.431,0.245,0.303,0.28,0.245,0.291,0.315,0.198,0.198,0.326,0.128,0.326,0.338,0.361,0.291,0.326,0.326,0.152,0.326,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Satkhira,May,11,0.035,0.012,0.012,0.035,0.023,0.141,0.117,0.129,0.222,0.129,0.129,0.117,0.129,0.117,0.129,0.129,0.141,0.129,0.047,0.129,0.141,0.129,0.129,0.141,0.129,0.129,0.211,0.141,0.129,0.176,0.141,0.012,0.059,0.105,0.176,0.094,0.117,0.07,0.07,0.117,0.094,0.152,0.141,0.07,0.152,0.141,0.141,0.105,0.117,0.105,0.035,0.07,0.141,0.117,0.129,0.07,0.117,0.035,0.152,0.141,0.012,0.141,0.28,0.012,0.152,0.303,0.012,0.315,0.338,0.14,0.245,0.291,0.012,0.291,0.128,0.152,0.303,0.245,0.326,0.35,0.245,0.361,0.373,0.373,0.21,0.128,0.233,0.023,0.128,0.338,0.256,0.221,0.128,0.117,0.117,0.07,0.117,0.047,0.117,0.128,0.012,0.105,0.012,0.012,0.186,0.152,0.198,0.117,0.128,0.163,0.163,0.117,0.152,0.058,0.035,0.163,0.163,0.186,0.14,0.175,0.163,0.093,0.175,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
