Block,Measure,Station_Name,Year,Month,Daily_Readings,Rule,Monthly_Value
B58,Min_Temp,Patuakhali,1994,12,31,minimum,11.0
B58,Min_Temp,Patuakhali,1995,1,31,minimum,9.1
B58,Min_Temp,Patuakhali,1995,2,28,minimum,10.6
B58,Min_Temp,Patuakhali,1995,3,31,minimum,16.1
B58,Min_Temp,Patuakhali,1995,4,30,minimum,19.6
B58,Min_Temp,Patuakhali,1995,5,31,minimum,23.2
B58,Min_Temp,Patuakhali,1995,6,30,minimum,23.6
B58,Min_Temp,Patuakhali,1995,7,31,minimum,23.6
B58,Min_Temp,Patuakhali,1995,8,31,minimum,24.2
B58,Min_Temp,Patuakhali,1995,9,30,minimum,24.5
B58,Min_Temp,Patuakhali,1995,10,31,minimum,21.0
B58,Min_Temp,Patuakhali,1995,11,30,minimum,15.3
B58,Min_Temp,Patuakhali,1995,12,31,minimum,12.6
B58,Min_Temp,Patuakhali,1996,1,31,minimum,10.8
B58,Min_Temp,Patuakhali,1996,2,29,minimum,9.9
B58,Min_Temp,Patuakhali,1996,3,31,minimum,18.2
B58,Min_Temp,Patuakhali,1996,4,30,minimum,19.2
B58,Min_Temp,Patuakhali,1996,5,31,minimum,20.0
B58,Min_Temp,Patuakhali,1996,6,30,minimum,21.8
B58,Min_Temp,Patuakhali,1996,7,31,minimum,23.6
B58,Min_Temp,Patuakhali,1996,8,31,minimum,23.5
B58,Min_Temp,Patuakhali,1996,9,30,minimum,23.5
B58,Min_Temp,Patuakhali,1996,10,31,minimum,21.5
B58,Min_Temp,Patuakhali,1996,11,30,minimum,15.1
B58,Min_Temp,Patuakhali,1996,12,31,minimum,11.5
B58,Min_Temp,Patuakhali,1997,1,31,minimum,8.6
B58,Min_Temp,Patuakhali,1997,2,28,minimum,9.6
B58,Min_Temp,Patuakhali,1997,3,31,minimum,16.8
B58,Min_Temp,Patuakhali,1997,4,29,minimum,17.2
B58,Min_Temp,Patuakhali,1997,5,31,minimum,20.5
B58,Min_Temp,Patuakhali,1997,6,30,minimum,22.0
B58,Min_Temp,Patuakhali,1997,7,30,minimum,23.5
B58,Min_Temp,Patuakhali,1997,8,31,minimum,24.3
B58,Min_Temp,Patuakhali,1997,9,30,minimum,23.0
B58,Min_Temp,Patuakhali,1997,10,31,minimum,19.6
B58,Min_Temp,Patuakhali,1997,11,30,minimum,17.5
B58,Min_Temp,Patuakhali,1997,12,31,minimum,7.4
B58,Min_Temp,Patuakhali,1998,1,31,minimum,8.6
B58,Min_Temp,Patuakhali,1998,2,28,minimum,11.4
B58,Min_Temp,Patuakhali,1998,3,31,minimum,13.8
B58,Min_Temp,Patuakhali,1998,4,30,minimum,18.0
B58,Min_Temp,Patuakhali,1998,5,31,minimum,20.5
B58,Min_Temp,Patuakhali,1998,6,30,minimum,23.2
B58,Min_Temp,Patuakhali,1998,7,31,minimum,23.0
B58,Min_Temp,Patuakhali,1998,8,31,minimum,24.0
B58,Min_Temp,Patuakhali,1998,9,30,minimum,24.3
B58,Min_Temp,Patuakhali,1998,10,31,minimum,23.5
B58,Min_Temp,Patuakhali,1998,11,30,minimum,17.8
B58,Min_Temp,Patuakhali,1998,12,31,minimum,12.4
B58,Min_Temp,Patuakhali,1999,1,31,minimum,10.7
B58,Min_Temp,Patuakhali,1999,2,28,minimum,12.8
B58,Min_Temp,Patuakhali,1999,3,31,minimum,14.8
B58,Min_Temp,Patuakhali,1999,4,30,minimum,20.0
B58,Min_Temp,Patuakhali,1999,5,31,minimum,21.5
B58,Min_Temp,Patuakhali,1999,6,30,minimum,23.0
B58,Min_Temp,Patuakhali,1999,7,31,minimum,23.8
B58,Min_Temp,Patuakhali,1999,8,31,minimum,24.0
B58,Min_Temp,Patuakhali,1999,9,30,minimum,23.8
B58,Min_Temp,Patuakhali,1999,10,31,minimum,23.3
B58,Min_Temp,Patuakhali,1999,11,30,minimum,15.8
B58,Min_Temp,Patuakhali,1999,12,31,minimum,12.8
B58,Min_Temp,Patuakhali,2000,1,31,minimum,9.8
B58,Min_Temp,Patuakhali,2000,2,29,minimum,11.5
B58,Min_Temp,Patuakhali,2000,3,31,minimum,17.0
B58,Min_Temp,Patuakhali,2000,4,30,minimum,17.5
B58,Min_Temp,Patuakhali,2000,5,31,minimum,19.6
B58,Min_Temp,Patuakhali,2000,6,30,minimum,23.1
B58,Min_Temp,Patuakhali,2000,7,31,minimum,24.4
B58,Min_Temp,Patuakhali,2000,8,31,minimum,24.5
B58,Min_Temp,Patuakhali,2000,9,30,minimum,24.3
B58,Min_Temp,Patuakhali,2000,10,31,minimum,20.0
B58,Min_Temp,Patuakhali,2000,11,30,minimum,15.1
B58,Min_Temp,Patuakhali,2000,12,31,minimum,13.0
B58,Min_Temp,Patuakhali,2001,1,31,minimum,8.7
B58,Min_Temp,Patuakhali,2001,2,28,minimum,11.5
B58,Min_Temp,Patuakhali,2001,3,31,minimum,15.0
B58,Min_Temp,Patuakhali,2001,4,30,minimum,20.0
B58,Min_Temp,Patuakhali,2001,5,31,minimum,21.0
B58,Min_Temp,Patuakhali,2001,6,30,minimum,24.0
B58,Min_Temp,Patuakhali,2001,7,31,minimum,24.0
B58,Min_Temp,Patuakhali,2001,8,31,minimum,26.0
B58,Min_Temp,Patuakhali,2001,9,30,minimum,23.8
B58,Min_Temp,Patuakhali,2001,10,31,minimum,22.5
B58,Min_Temp,Patuakhali,2001,11,30,minimum,17.8
B58,Min_Temp,Patuakhali,2001,12,31,minimum,12.0
B58,Min_Temp,Patuakhali,2002,1,31,minimum,11.5
B58,Min_Temp,Patuakhali,2002,2,28,minimum,10.5
B58,Min_Temp,Patuakhali,2002,3,31,minimum,13.0
B58,Min_Temp,Patuakhali,2002,4,30,minimum,18.5
B58,Min_Temp,Patuakhali,2002,5,31,minimum,19.6
B58,Min_Temp,Patuakhali,2002,6,30,minimum,23.4
B58,Min_Temp,Patuakhali,2002,7,31,minimum,23.5
B58,Min_Temp,Patuakhali,2002,8,31,minimum,24.0
B58,Min_Temp,Patuakhali,2002,9,30,minimum,24.0
B58,Min_Temp,Patuakhali,2002,10,31,minimum,18.5
B58,Min_Temp,Patuakhali,2002,11,30,minimum,16.6
B58,Min_Temp,Patuakhali,2002,12,31,minimum,10.2
B58,Min_Temp,Patuakhali,2003,1,31,minimum,8.7
B58,Min_Temp,Patuakhali,2003,2,28,minimum,13.4
B58,Min_Temp,Patuakhali,2003,3,31,minimum,14.0
B58,Min_Temp,Patuakhali,2003,4,30,minimum,20.5
B58,Min_Temp,Patuakhali,2003,5,31,minimum,20.0
B58,Min_Temp,Patuakhali,2003,6,30,minimum,21.5
B58,Min_Temp,Patuakhali,2003,7,31,minimum,25.3
B58,Min_Temp,Patuakhali,2003,8,31,minimum,25.0
B58,Min_Temp,Patuakhali,2003,9,30,minimum,24.5
B58,Min_Temp,Patuakhali,2003,10,31,minimum,22.3
B58,Min_Temp,Patuakhali,2003,11,29,minimum,13.8
B58,Min_Temp,Patuakhali,2003,12,31,minimum,12.0
B58,Min_Temp,Patuakhali,2004,1,31,minimum,10.5
B58,Min_Temp,Patuakhali,2004,2,29,minimum,10.5
B58,Min_Temp,Patuakhali,2004,3,31,minimum,15.5
B58,Min_Temp,Patuakhali,2004,4,30,minimum,19.5
B58,Min_Temp,Patuakhali,2004,5,31,minimum,22.8
B58,Min_Temp,Patuakhali,2004,6,30,minimum,22.8
B58,Min_Temp,Patuakhali,2004,7,31,minimum,24.5
B58,Min_Temp,Patuakhali,2004,8,31,minimum,24.4
B58,Min_Temp,Patuakhali,2004,9,30,minimum,24.0
B58,Min_Temp,Patuakhali,2004,10,31,minimum,20.5
B58,Min_Temp,Patuakhali,2004,11,30,minimum,16.4
B58,Min_Temp,Patuakhali,2004,12,31,minimum,10.0
B58,Min_Temp,Patuakhali,2005,1,31,minimum,10.2
B58,Min_Temp,Patuakhali,2005,2,28,minimum,10.5
B58,Min_Temp,Patuakhali,2005,3,31,minimum,18.2
B58,Min_Temp,Patuakhali,2005,4,30,minimum,20.0
B58,Min_Temp,Patuakhali,2005,5,31,minimum,20.2
B58,Min_Temp,Patuakhali,2005,6,30,minimum,24.5
B58,Min_Temp,Patuakhali,2005,7,31,minimum,24.0
B58,Min_Temp,Patuakhali,2005,8,31,minimum,24.5
B58,Min_Temp,Patuakhali,2005,9,30,minimum,24.0
B58,Min_Temp,Patuakhali,2005,10,31,minimum,23.2
B58,Min_Temp,Patuakhali,2005,11,30,minimum,15.0
B58,Min_Temp,Patuakhali,2005,12,31,minimum,11.9
B58,Min_Temp,Patuakhali,2006,1,31,minimum,9.6
B58,Min_Temp,Patuakhali,2006,2,28,minimum,14.0
B58,Min_Temp,Patuakhali,2006,3,31,minimum,15.3
B58,Min_Temp,Patuakhali,2006,4,30,minimum,21.6
B58,Min_Temp,Patuakhali,2006,5,31,minimum,21.3
B58,Min_Temp,Patuakhali,2006,6,30,minimum,23.8
B58,Min_Temp,Patuakhali,2006,7,31,minimum,24.5
B58,Min_Temp,Patuakhali,2006,8,31,minimum,24.2
B58,Min_Temp,Patuakhali,2006,9,30,minimum,23.8
B58,Min_Temp,Patuakhali,2006,10,31,minimum,22.2
B58,Min_Temp,Patuakhali,2006,11,30,minimum,14.8
B58,Min_Temp,Patuakhali,2006,12,31,minimum,12.2
B58,Min_Temp,Patuakhali,2007,1,31,minimum,10.0
B58,Min_Temp,Patuakhali,2007,2,28,minimum,13.5
B58,Min_Temp,Patuakhali,2007,3,31,minimum,14.8
B58,Min_Temp,Patuakhali,2007,4,30,minimum,19.0
B58,Min_Temp,Patuakhali,2007,5,31,minimum,22.3
B58,Min_Temp,Patuakhali,2007,6,30,minimum,22.3
B58,Min_Temp,Patuakhali,2007,7,31,minimum,23.2
B58,Min_Temp,Patuakhali,2007,8,31,minimum,24.6
B58,Min_Temp,Patuakhali,2007,9,30,minimum,24.0
B58,Min_Temp,Patuakhali,2007,10,31,minimum,19.5
B58,Min_Temp,Patuakhali,2007,11,30,minimum,17.8
B58,Min_Temp,Patuakhali,2007,12,31,minimum,11.2
B58,Min_Temp,Patuakhali,2008,1,31,minimum,10.5
B58,Min_Temp,Patuakhali,2008,2,29,minimum,10.0
B58,Min_Temp,Patuakhali,2008,3,31,minimum,15.8
B58,Min_Temp,Patuakhali,2008,4,30,minimum,20.0
B58,Min_Temp,Patuakhali,2008,5,31,minimum,22.5
B58,Min_Temp,Patuakhali,2008,6,30,minimum,23.4
B58,Min_Temp,Patuakhali,2008,7,31,minimum,24.5
B58,Min_Temp,Patuakhali,2008,8,31,minimum,24.5
B58,Min_Temp,Patuakhali,2008,9,30,minimum,23.5
B58,Min_Temp,Patuakhali,2008,10,31,minimum,19.0
B58,Min_Temp,Patuakhali,2008,11,30,minimum,15.4
B58,Min_Temp,Patuakhali,2008,12,31,minimum,12.0
B58,Min_Temp,Patuakhali,2009,1,31,minimum,11.0
B58,Min_Temp,Patuakhali,2009,2,28,minimum,13.0
B58,Min_Temp,Patuakhali,2009,3,31,minimum,17.0
B58,Min_Temp,Patuakhali,2009,4,30,minimum,19.5
B58,Min_Temp,Patuakhali,2009,5,31,minimum,21.2
B58,Min_Temp,Patuakhali,2009,6,30,minimum,23.5
B58,Min_Temp,Patuakhali,2009,7,31,minimum,24.8
B58,Min_Temp,Patuakhali,2009,8,31,minimum,24.5
B58,Min_Temp,Patuakhali,2009,9,30,minimum,24.6
B58,Min_Temp,Patuakhali,2009,10,31,minimum,20.4
B58,Min_Temp,Patuakhali,2009,11,30,minimum,14.7
B58,Min_Temp,Patuakhali,2009,12,31,minimum,9.4
B58,Min_Temp,Patuakhali,2010,1,31,minimum,10.5
B58,Min_Temp,Patuakhali,2010,2,28,minimum,11.5
B58,Min_Temp,Patuakhali,2010,3,31,minimum,19.2
B58,Min_Temp,Patuakhali,2010,4,30,minimum,21.7
B58,Min_Temp,Patuakhali,2010,5,31,minimum,22.5
B58,Min_Temp,Patuakhali,2010,6,30,minimum,24.0
B58,Min_Temp,Patuakhali,2010,7,31,minimum,25.0
B58,Min_Temp,Patuakhali,2010,8,31,minimum,25.1
B58,Min_Temp,Patuakhali,2010,9,30,minimum,24.4
B58,Min_Temp,Patuakhali,2010,10,31,minimum,22.0
B58,Min_Temp,Patuakhali,2010,11,30,minimum,17.0
B58,Min_Temp,Patuakhali,2010,12,31,minimum,10.1
B58,Min_Temp,Patuakhali,2011,1,31,minimum,8.3
B58,Min_Temp,Patuakhali,2011,2,28,minimum,12.0
B58,Min_Temp,Patuakhali,2011,3,31,minimum,13.2
B58,Min_Temp,Patuakhali,2011,4,30,minimum,21.2
B58,Min_Temp,Patuakhali,2011,5,31,minimum,22.2
B58,Min_Temp,Patuakhali,2011,6,30,minimum,23.0
B58,Min_Temp,Patuakhali,2011,7,31,minimum,24.5
B58,Min_Temp,Patuakhali,2011,8,31,minimum,24.5
B58,Min_Temp,Patuakhali,2011,9,30,minimum,24.0
B58,Min_Temp,Patuakhali,2011,10,31,minimum,20.0
B58,Min_Temp,Patuakhali,2011,11,30,minimum,14.8
B58,Min_Temp,Patuakhali,2011,12,31,minimum,11.0
B58,Min_Temp,Patuakhali,2012,1,31,minimum,10.0
B58,Min_Temp,Patuakhali,2012,2,29,minimum,10.2
B58,Min_Temp,Patuakhali,2012,3,31,minimum,17.6
B58,Min_Temp,Patuakhali,2012,4,30,minimum,20.0
B58,Min_Temp,Patuakhali,2012,5,31,minimum,20.2
B58,Min_Temp,Patuakhali,2012,6,30,minimum,23.5
B58,Min_Temp,Patuakhali,2012,7,31,minimum,25.0
B58,Min_Temp,Patuakhali,2012,8,31,minimum,23.6
B58,Min_Temp,Patuakhali,2012,9,30,minimum,24.4
B58,Min_Temp,Patuakhali,2012,10,31,minimum,19.5
B58,Min_Temp,Patuakhali,2012,11,30,minimum,13.5
B58,Min_Temp,Patuakhali,2012,12,31,minimum,9.2
B58,Min_Temp,Patuakhali,2013,1,31,minimum,7.4
B58,Min_Temp,Patuakhali,2013,2,28,minimum,12.5
B58,Min_Temp,Patuakhali,2013,3,31,minimum,14.7
B58,Min_Temp,Patuakhali,2013,4,30,minimum,19.5
B58,Min_Temp,Patuakhali,2013,5,31,minimum,21.6
B58,Min_Temp,Patuakhali,2013,6,30,minimum,24.5
B58,Min_Temp,Patuakhali,2013,7,31,minimum,24.6
B58,Min_Temp,Patuakhali,2013,8,31,minimum,24.9
B58,Min_Temp,Patuakhali,2013,9,30,minimum,24.1
B58,Min_Temp,Patuakhali,2013,10,31,minimum,21.0
B58,Min_Temp,Patuakhali,2013,11,30,minimum,15.8
B58,Min_Temp,Patuakhali,2013,12,31,minimum,11.4
B58,Min_Temp,Patuakhali,2014,1,31,minimum,9.1
B58,Min_Temp,Patuakhali,2014,2,28,minimum,11.6
B58,Min_Temp,Patuakhali,2014,3,31,minimum,16.0
B58,Min_Temp,Patuakhali,2014,4,30,minimum,22.0
B58,Min_Temp,Patuakhali,2014,5,31,minimum,21.0
B58,Min_Temp,Patuakhali,2014,6,30,minimum,23.3
B58,Min_Temp,Patuakhali,2014,7,31,minimum,25.2
B58,Min_Temp,Patuakhali,2014,8,31,minimum,24.5
B58,Min_Temp,Patuakhali,2014,9,30,minimum,24.0
B58,Min_Temp,Patuakhali,2014,10,31,minimum,20.2
B58,Min_Temp,Patuakhali,2014,11,30,minimum,14.4
B58,Min_Temp,Patuakhali,2014,12,31,minimum,11.9
B58,Min_Temp,Patuakhali,2015,1,31,minimum,11.6
B58,Min_Temp,Patuakhali,2015,2,28,minimum,10.2
B58,Min_Temp,Patuakhali,2015,3,31,minimum,15.2
B58,Min_Temp,Patuakhali,2015,4,30,minimum,20.6
B58,Min_Temp,Patuakhali,2015,5,31,minimum,22.3
B58,Min_Temp,Patuakhali,2015,6,30,minimum,24.4
B58,Min_Temp,Patuakhali,2015,7,31,minimum,24.3
B58,Min_Temp,Patuakhali,2015,8,31,minimum,25.0
B58,Min_Temp,Patuakhali,2015,9,30,minimum,24.7
B58,Min_Temp,Patuakhali,2015,10,31,minimum,21.0
B58,Min_Temp,Patuakhali,2015,11,30,minimum,17.2
B58,Min_Temp,Patuakhali,2015,12,31,minimum,11.5
B58,Min_Temp,Patuakhali,2016,1,31,minimum,9.3
B58,Min_Temp,Patuakhali,2016,2,29,minimum,14.0
B58,Min_Temp,Patuakhali,2016,3,31,minimum,19.4
B58,Min_Temp,Patuakhali,2016,4,30,minimum,18.3
B58,Min_Temp,Patuakhali,2016,5,31,minimum,21.4
B58,Min_Temp,Patuakhali,2016,6,30,minimum,23.5
B58,Min_Temp,Patuakhali,2016,7,31,minimum,24.6
B58,Min_Temp,Patuakhali,2016,8,31,minimum,23.6
B58,Min_Temp,Patuakhali,2016,9,30,minimum,24.5
B58,Min_Temp,Patuakhali,2016,10,31,minimum,22.0
B58,Min_Temp,Patuakhali,2016,11,30,minimum,17.2
B58,Min_Temp,Patuakhali,2016,12,31,minimum,14.3
B58,Min_Temp,Patuakhali,2017,1,31,minimum,9.5
B58,Min_Temp,Patuakhali,2017,2,28,minimum,13.4
B58,Min_Temp,Patuakhali,2017,3,31,minimum,16.7
B58,Min_Temp,Patuakhali,2017,4,30,minimum,20.4
B58,Min_Temp,Patuakhali,2017,5,31,minimum,21.3
B58,Min_Temp,Patuakhali,2017,6,30,minimum,23.9
B58,Min_Temp,Patuakhali,2017,7,31,minimum,24.8
B58,Min_Temp,Patuakhali,2017,8,31,minimum,24.4
B58,Min_Temp,Patuakhali,2017,9,30,minimum,24.6
B58,Min_Temp,Patuakhali,2017,10,31,minimum,19.0
B58,Min_Temp,Patuakhali,2017,11,30,minimum,15.2
B58,Min_Temp,Patuakhali,2017,12,31,minimum,14.7
B58,Min_Temp,Patuakhali,2018,1,31,minimum,9.1
B58,Min_Temp,Patuakhali,2018,2,28,minimum,13.9
B58,Min_Temp,Patuakhali,2018,3,31,minimum,17.3
B58,Min_Temp,Patuakhali,2018,4,30,minimum,20.4
B58,Min_Temp,Patuakhali,2018,5,31,minimum,20.8
B58,Min_Temp,Patuakhali,2018,6,30,minimum,24.5
B58,Min_Temp,Patuakhali,2018,7,31,minimum,25.2
B58,Min_Temp,Patuakhali,2018,8,31,minimum,25.0
B58,Min_Temp,Patuakhali,2018,9,30,minimum,24.7
B58,Min_Temp,Patuakhali,2018,10,31,minimum,19.0
B58,Min_Temp,Patuakhali,2018,11,30,minimum,16.5
B58,Min_Temp,Patuakhali,2018,12,31,minimum,9.3
B58,Min_Temp,Patuakhali,2019,1,31,minimum,10.9
B58,Min_Temp,Patuakhali,2019,2,28,minimum,11.0
B58,Min_Temp,Patuakhali,2019,3,31,minimum,13.6
B58,Min_Temp,Patuakhali,2019,4,30,minimum,20.2
B58,Min_Temp,Patuakhali,2019,5,31,minimum,22.4
B58,Min_Temp,Patuakhali,2019,6,30,minimum,22.4
B58,Min_Temp,Patuakhali,2019,7,31,minimum,24.1
B58,Min_Temp,Patuakhali,2019,8,31,minimum,25.2
B58,Min_Temp,Patuakhali,2019,9,30,minimum,24.3
B58,Min_Temp,Patuakhali,2019,10,31,minimum,21.6
B58,Min_Temp,Patuakhali,2019,11,30,minimum,16.9
B58,Min_Temp,Patuakhali,2019,12,31,minimum,11.9
B58,Min_Temp,Patuakhali,2020,1,31,minimum,10.9
B58,Min_Temp,Patuakhali,2020,2,29,minimum,10.0
B58,Min_Temp,Patuakhali,2020,3,31,minimum,16.3
B58,Min_Temp,Patuakhali,2020,4,30,minimum,20.5
B58,Min_Temp,Patuakhali,2020,5,31,minimum,21.6
B58,Min_Temp,Patuakhali,2020,6,30,minimum,24.4
B58,Min_Temp,Patuakhali,2020,7,31,minimum,25.2
B58,Min_Temp,Patuakhali,2020,8,31,minimum,25.3
B58,Min_Temp,Patuakhali,2020,9,30,minimum,25.0
B58,Min_Temp,Patuakhali,2020,10,31,minimum,20.2
B58,Min_Temp,Patuakhali,2020,11,30,minimum,15.5
B58,Min_Temp,Patuakhali,2020,12,31,minimum,11.1
B58,Min_Temp,Patuakhali,2021,1,31,minimum,11.2
B58,Min_Temp,Patuakhali,2021,2,28,minimum,9.4
B58,Min_Temp,Patuakhali,2021,3,31,minimum,18.5
B58,Min_Temp,Patuakhali,2021,4,30,minimum,20.0
B58,Min_Temp,Patuakhali,2021,5,31,minimum,22.3
B58,Min_Temp,Patuakhali,2021,6,30,minimum,23.4
B58,Min_Temp,Patuakhali,2021,7,31,minimum,23.7
B58,Min_Temp,Patuakhali,2021,8,31,minimum,24.6
B58,Min_Temp,Patuakhali,2021,9,30,minimum,24.5
B58,Min_Temp,Patuakhali,2021,10,31,minimum,22.9
B58,Min_Temp,Patuakhali,2021,11,30,minimum,15.8
B58,Min_Temp,Patuakhali,2021,12,31,minimum,11.9
B58,Min_Temp,Patuakhali,2023,1,31,minimum,10.5
B58,Min_Temp,Patuakhali,2023,2,28,minimum,8.8
B58,Min_Temp,Patuakhali,2023,3,31,minimum,17.6
B58,Min_Temp,Patuakhali,2023,4,30,minimum,21.3
B58,Min_Temp,Patuakhali,2023,5,31,minimum,21.0
B58,Min_Temp,Patuakhali,2023,6,30,minimum,24.6
B58,Min_Temp,Patuakhali,2023,7,31,minimum,25.5
B58,Min_Temp,Patuakhali,2023,8,31,minimum,24.8
B58,Min_Temp,Patuakhali,2023,9,30,minimum,25.0
B58,Min_Temp,Patuakhali,2023,10,30,minimum,21.5
B58,Min_Temp,Patuakhali,2023,11,30,minimum,17.4
B58,Min_Temp,Patuakhali,2023,12,31,minimum,13.9
B58,Min_Temp,Rajarhat,2020,12,31,minimum,6.6
B58,Min_Temp,Rajarhat,2021,1,31,minimum,5.5
B58,Min_Temp,Rajarhat,2021,2,28,minimum,6.2
B58,Min_Temp,Rajarhat,2021,3,31,minimum,12.3
B58,Min_Temp,Rajarhat,2021,4,30,minimum,17.0
B58,Min_Temp,Rajarhat,2021,5,31,minimum,20.0
B58,Min_Temp,Rajarhat,2021,6,30,minimum,24.1
B58,Min_Temp,Rajarhat,2021,7,31,minimum,24.0
B58,Min_Temp,Rajarhat,2021,8,31,minimum,23.5
B58,Min_Temp,Rajarhat,2021,9,30,minimum,23.8
B58,Min_Temp,Rajarhat,2021,10,31,minimum,17.5
B58,Min_Temp,Rajarhat,2021,11,30,minimum,12.6
B58,Min_Temp,Rajarhat,2021,12,31,minimum,9.1
B58,Min_Temp,Rajarhat,2023,1,31,minimum,7.3
B58,Min_Temp,Rajarhat,2023,2,28,minimum,8.6
B58,Min_Temp,Rajarhat,2023,3,31,minimum,14.1
B58,Min_Temp,Rajarhat,2023,4,30,minimum,17.3
B58,Min_Temp,Rajarhat,2023,5,31,minimum,20.0
B58,Min_Temp,Rajarhat,2023,6,30,minimum,21.0
B58,Min_Temp,Rajarhat,2023,7,31,minimum,25.4
B58,Min_Temp,Rajarhat,2023,8,31,minimum,25.0
B58,Min_Temp,Rajarhat,2023,9,30,minimum,23.0
B58,Min_Temp,Rajarhat,2023,10,31,minimum,17.5
B58,Min_Temp,Rajarhat,2023,11,30,minimum,15.2
B58,Min_Temp,Rajarhat,2023,12,31,minimum,10.8
B58,Min_Temp,Rajshahi,1971,1,31,minimum,8.7
B58,Min_Temp,Rajshahi,1971,2,28,minimum,8.5
B58,Min_Temp,Rajshahi,1971,5,6,minimum,21.4
B58,Min_Temp,Rajshahi,1971,6,29,minimum,22.3
B58,Min_Temp,Rajshahi,1971,7,29,minimum,24.6
B58,Min_Temp,Rajshahi,1971,8,31,minimum,10.4
B58,Min_Temp,Rajshahi,1971,9,30,minimum,24.2
B58,Min_Temp,Rajshahi,1971,10,31,minimum,16.4
B58,Min_Temp,Rajshahi,1971,11,30,minimum,13.9
B58,Min_Temp,Rajshahi,1971,12,20,minimum,10.6
B58,Min_Temp,Rajshahi,1972,1,31,minimum,8.3
B58,Min_Temp,Rajshahi,1972,2,29,minimum,8.4
B58,Min_Temp,Rajshahi,1972,3,31,minimum,11.8
B58,Min_Temp,Rajshahi,1972,4,30,minimum,19.2
B58,Min_Temp,Rajshahi,1972,5,31,minimum,21.2
B58,Min_Temp,Rajshahi,1972,6,30,minimum,22.8
B58,Min_Temp,Rajshahi,1972,7,31,minimum,23.6
B58,Min_Temp,Rajshahi,1972,8,31,minimum,23.6
B58,Min_Temp,Rajshahi,1972,9,30,minimum,18.3
B58,Min_Temp,Rajshahi,1972,10,31,minimum,19.7
B58,Min_Temp,Rajshahi,1972,11,29,minimum,15.7
B58,Min_Temp,Rajshahi,1972,12,31,minimum,9.4
B58,Min_Temp,Rajshahi,1973,1,31,minimum,8.5
B58,Min_Temp,Rajshahi,1973,2,28,minimum,9.8
B58,Min_Temp,Rajshahi,1973,3,20,minimum,12.8
B58,Min_Temp,Rajshahi,1973,4,30,minimum,20.1
B58,Min_Temp,Rajshahi,1973,5,31,minimum,21.7
B58,Min_Temp,Rajshahi,1973,6,30,minimum,22.4
B58,Min_Temp,Rajshahi,1973,7,31,minimum,24.4
B58,Min_Temp,Rajshahi,1973,8,30,minimum,23.9
B58,Min_Temp,Rajshahi,1973,9,30,minimum,23.1
B58,Min_Temp,Rajshahi,1973,10,31,minimum,19.9
B58,Min_Temp,Rajshahi,1973,11,30,minimum,15.6
B58,Min_Temp,Rajshahi,1973,12,31,minimum,9.4
B58,Min_Temp,Rajshahi,1974,1,31,minimum,7.8
B58,Min_Temp,Rajshahi,1974,2,28,minimum,7.2
B58,Min_Temp,Rajshahi,1974,3,31,minimum,15.8
B58,Min_Temp,Rajshahi,1974,4,30,minimum,19.4
B58,Min_Temp,Rajshahi,1974,5,31,minimum,19.4
B58,Min_Temp,Rajshahi,1974,6,30,minimum,21.4
B58,Min_Temp,Rajshahi,1974,7,31,minimum,23.6
B58,Min_Temp,Rajshahi,1974,8,31,minimum,23.9
B58,Min_Temp,Rajshahi,1974,9,30,minimum,23.7
B58,Min_Temp,Rajshahi,1974,10,31,minimum,19.4
B58,Min_Temp,Rajshahi,1974,11,30,minimum,15.0
B58,Min_Temp,Rajshahi,1974,12,31,minimum,10.6
B58,Min_Temp,Rajshahi,1975,1,31,minimum,8.9
B58,Min_Temp,Rajshahi,1975,2,28,minimum,10.0
B58,Min_Temp,Rajshahi,1975,3,31,minimum,15.5
B58,Min_Temp,Rajshahi,1975,4,30,minimum,18.3
B58,Min_Temp,Rajshahi,1975,5,31,minimum,19.4
B58,Min_Temp,Rajshahi,1975,6,30,minimum,21.1
B58,Min_Temp,Rajshahi,1975,7,31,minimum,23.3
B58,Min_Temp,Rajshahi,1975,8,31,minimum,24.4
B58,Min_Temp,Rajshahi,1975,9,30,minimum,23.9
B58,Min_Temp,Rajshahi,1975,10,31,minimum,22.8
B58,Min_Temp,Rajshahi,1975,11,30,minimum,11.8
B58,Min_Temp,Rajshahi,1975,12,31,minimum,9.5
B58,Min_Temp,Rajshahi,1976,1,31,minimum,9.3
B58,Min_Temp,Rajshahi,1976,2,29,minimum,12.2
B58,Min_Temp,Rajshahi,1976,3,31,minimum,12.8
B58,Min_Temp,Rajshahi,1976,4,30,minimum,20.0
B58,Min_Temp,Rajshahi,1976,5,31,minimum,18.9
B58,Min_Temp,Rajshahi,1976,6,30,minimum,21.8
B58,Min_Temp,Rajshahi,1976,7,31,minimum,25.0
B58,Min_Temp,Rajshahi,1976,8,30,minimum,22.8
B58,Min_Temp,Rajshahi,1976,9,30,minimum,23.3
B58,Min_Temp,Rajshahi,1976,10,31,minimum,20.0
B58,Min_Temp,Rajshahi,1976,11,30,minimum,13.9
B58,Min_Temp,Rajshahi,1976,12,31,minimum,10.0
B58,Min_Temp,Rajshahi,1977,1,30,minimum,8.3
B58,Min_Temp,Rajshahi,1977,2,28,minimum,8.9
B58,Min_Temp,Rajshahi,1977,3,30,minimum,15.6
B58,Min_Temp,Rajshahi,1977,4,30,minimum,19.1
