WQ_Station_Name,Year,Parameter_Type,Value
Karnaphuli Paper,2023,Biochemical Oxygen Demand,4.17
Karnaphuli Paper,2023,Chemical Oxygen Demand,14.42
Karnaphuli Paper,2023,Dissolved Oxygen,7.56
Karnaphuli Paper,2023,pH,7.56
Kazir Bazar,2019,Biochemical Oxygen Demand,3.23
Kazir Bazar,2019,Chemical Oxygen Demand,10.33
Kazir Bazar,2019,Dissolved Oxygen,7.4
Kazir Bazar,2019,pH,7.73
Khoiria,2021,Biochemical Oxygen Demand,4
Khoiria,2021,Dissolved Oxygen,6.9
Khoiria,2021,pH,7.94
Khulna (M.S),2018,Biochemical Oxygen Demand,0.96
Khulna (M.S),2018,Dissolved Oxygen,5.39
Khulna (M.S),2018,Salinity,1.63
Khulna (M.S),2018,pH,7.64
Khulna (M.S),2019,Dissolved Oxygen,6.04
Khulna (M.S),2019,pH,7.62
Khulna (M.S),2020,Dissolved Oxygen,5.3
Khulna (M.S),2020,pH,7.83
Khulna (O.S),2018,Biochemical Oxygen Demand,0.96
Khulna (O.S),2018,Dissolved Oxygen,5.36
Khulna (O.S),2018,Salinity,1.59
Khulna (O.S),2018,pH,7.62
Khulna (O.S),2019,Dissolved Oxygen,6.05
Khulna (O.S),2019,pH,7.63
Khulna (O.S),2020,Dissolved Oxygen,5.29
Khulna (O.S),2020,pH,7.83
Kin Bridge Point,2018,Biochemical Oxygen Demand,2.04
Kin Bridge Point,2018,Chemical Oxygen Demand,13.22
Kin Bridge Point,2018,Dissolved Oxygen,6.86
Kin Bridge Point,2018,pH,8.17
Kin Bridge Point,2019,Biochemical Oxygen Demand,3.16
Kin Bridge Point,2019,Chemical Oxygen Demand,11.6
Kin Bridge Point,2019,Dissolved Oxygen,6.46
Kin Bridge Point,2019,pH,7.68
Kin Bridge Point,2020,Biochemical Oxygen Demand,2.28
Kin Bridge Point,2020,Chemical Oxygen Demand,11.67
Kin Bridge Point,2020,Dissolved Oxygen,7.21
Kin Bridge Point,2020,pH,7.02
Kin Bridge Point,2021,Biochemical Oxygen Demand,1.7
Kin Bridge Point,2021,Chemical Oxygen Demand,12
Kin Bridge Point,2021,Dissolved Oxygen,7
Kin Bridge Point,2021,pH,6.61
Kin Bridge Point,2022,Biochemical Oxygen Demand,2.3
Kin Bridge Point,2022,Chemical Oxygen Demand,13
Kin Bridge Point,2022,Dissolved Oxygen,6.92
Kin Bridge Point,2022,pH,6.68
Kin Bridge Point,2023,Biochemical Oxygen Demand,3.25
Kin Bridge Point,2023,Chemical Oxygen Demand,11.67
Kin Bridge Point,2023,Dissolved Oxygen,7.23
Kin Bridge Point,2023,pH,7.23
Kushiyara Point,2019,Biochemical Oxygen Demand,2.8
Kushiyara Point,2019,Chemical Oxygen Demand,14.67
Kushiyara Point,2019,Dissolved Oxygen,6.73
Kushiyara Point,2019,pH,7.63
Kustia (M.P),2018,Biochemical Oxygen Demand,1.35
Kustia (M.P),2018,Dissolved Oxygen,5.37
Kustia (M.P),2018,Salinity,0.28
Kustia (M.P),2018,pH,7.7
Kustia (M.P),2019,Biochemical Oxygen Demand,1.08
Kustia (M.P),2019,Dissolved Oxygen,6.62
Kustia (M.P),2019,pH,7.74
Kustia (M.P),2020,Biochemical Oxygen Demand,1.52
Kustia (M.P),2020,Dissolved Oxygen,5.95
Kustia (M.P),2020,pH,8.01
Kustia (O.P),2018,Biochemical Oxygen Demand,1.32
Kustia (O.P),2018,Dissolved Oxygen,5.35
Kustia (O.P),2018,Salinity,0.27
Kustia (O.P),2018,pH,7.7
Kustia (O.P),2019,Biochemical Oxygen Demand,1.08
Kustia (O.P),2019,Dissolved Oxygen,6.58
Kustia (O.P),2019,pH,7.75
Kustia (O.P),2020,Biochemical Oxygen Demand,1.52
Kustia (O.P),2020,Dissolved Oxygen,5.97
Kustia (O.P),2020,pH,8
Kustia (S.P),2018,Biochemical Oxygen Demand,1.3
Kustia (S.P),2018,Dissolved Oxygen,5.34
Kustia (S.P),2018,Salinity,0.28
Kustia (S.P),2018,pH,7.7
Kustia (S.P),2019,Biochemical Oxygen Demand,1.12
Kustia (S.P),2019,Dissolved Oxygen,6.59
Kustia (S.P),2020,Biochemical Oxygen Demand,1.52
Kustia (S.P),2020,Dissolved Oxygen,5.98
Kustia (S.P),2020,pH,8
Labanchara Ghat (M),2018,Biochemical Oxygen Demand,1.01
Labanchara Ghat (M),2018,Dissolved Oxygen,5.94
Labanchara Ghat (M),2018,Salinity,4.19
Labanchara Ghat (M),2018,pH,7.81
Labanchara Ghat (M),2019,Biochemical Oxygen Demand,1.18
Labanchara Ghat (M),2019,Dissolved Oxygen,6.46
Labanchara Ghat (M),2019,pH,8.12
Labanchara Ghat (M),2020,Biochemical Oxygen Demand,1.47
Labanchara Ghat (M),2020,Dissolved Oxygen,7.34
Labanchara Ghat (M),2020,pH,8.03
Labanchara Ghat (O),2018,Biochemical Oxygen Demand,1.01
Labanchara Ghat (O),2018,Dissolved Oxygen,5.85
Labanchara Ghat (O),2018,Salinity,4.19
Labanchara Ghat (O),2018,pH,7.8
Labanchara Ghat (O),2019,Biochemical Oxygen Demand,1.15
Labanchara Ghat (O),2019,Dissolved Oxygen,6.43
Labanchara Ghat (O),2019,pH,7.94
Labanchara Ghat (O),2020,Biochemical Oxygen Demand,1.45
Labanchara Ghat (O),2020,Dissolved Oxygen,7.34
Labanchara Ghat (O),2020,pH,8.04
Labanchara Ghat (S),2018,Biochemical Oxygen Demand,1.07
Labanchara Ghat (S),2018,Dissolved Oxygen,5.9
Labanchara Ghat (S),2018,Salinity,4.19
Labanchara Ghat (S),2018,pH,7.8
Labanchara Ghat (S),2019,Biochemical Oxygen Demand,1.18
Labanchara Ghat (S),2019,Dissolved Oxygen,6.45
Labanchara Ghat (S),2019,pH,7.93
Labanchara Ghat (S),2020,Biochemical Oxygen Demand,1.47
Labanchara Ghat (S),2020,Dissolved Oxygen,7.34
Labanchara Ghat (S),2020,pH,7.84
Launch Ghat (M),2018,Biochemical Oxygen Demand,2.1
Launch Ghat (M),2018,Dissolved Oxygen,5.72
Launch Ghat (M),2018,pH,7.63
Launch Ghat (M),2019,Biochemical Oxygen Demand,2
Launch Ghat (M),2019,Dissolved Oxygen,6.02
Launch Ghat (M),2019,pH,7.63
Launch Ghat (M),2020,Biochemical Oxygen Demand,2.58
Launch Ghat (M),2020,Dissolved Oxygen,5.93
Launch Ghat (M),2020,pH,7.53
Launch Ghat (M),2021,Dissolved Oxygen,5.57
Launch Ghat (M),2021,pH,7.69
Launch Ghat (M),2022,Chemical Oxygen Demand,-44
Launch Ghat (M),2022,Dissolved Oxygen,6.7
Launch Ghat (M),2022,pH,7.73
Launch Ghat (M),2023,Dissolved Oxygen,6.97
Launch Ghat (M),2023,pH,6.97
Launch Ghat (S),2018,Biochemical Oxygen Demand,2.14
Launch Ghat (S),2018,Dissolved Oxygen,5.73
Launch Ghat (S),2018,pH,7.63
Launch Ghat (S),2019,Biochemical Oxygen Demand,1.99
Launch Ghat (S),2019,Dissolved Oxygen,5.99
Launch Ghat (S),2019,pH,7.62
Launch Ghat (S),2020,Biochemical Oxygen Demand,2.56
Launch Ghat (S),2020,Dissolved Oxygen,6
Launch Ghat (S),2020,pH,7.59
Launch Ghat (S),2021,Dissolved Oxygen,5.49
Launch Ghat (S),2021,pH,7.73
Launch Ghat (S),2022,Chemical Oxygen Demand,9.5
Launch Ghat (S),2022,Dissolved Oxygen,6.52
Launch Ghat (S),2022,pH,8.45
Launch Ghat (S),2023,Dissolved Oxygen,6.93
Launch Ghat (S),2023,pH,6.93
M.B,2018,Biochemical Oxygen Demand,5.43
M.B,2018,Chemical Oxygen Demand,21.83
M.B,2018,Dissolved Oxygen,3.31
M.B,2018,pH,7.43
M.B,2019,pH,7.43
Madari Khal (middle point),2020,Chemical Oxygen Demand,43.17
Madari Khal (middle point),2020,Dissolved Oxygen,5.87
Madari Khal (middle point),2020,pH,7.48
Madarikhal (Breeding Point),2020,Chemical Oxygen Demand,56
Madarikhal (Breeding Point),2020,Dissolved Oxygen,7.63
Madarikhal (Breeding Point),2020,pH,6.48
Maduna Ghat,2021,Biochemical Oxygen Demand,5.83
Maduna Ghat,2021,Chemical Oxygen Demand,22.42
Maduna Ghat,2021,Dissolved Oxygen,6.88
Maduna Ghat,2021,pH,7.85
Maduna Ghat,2022,Biochemical Oxygen Demand,12.99
Maduna Ghat,2022,Chemical Oxygen Demand,12.99
Maduna Ghat,2022,Dissolved Oxygen,6.44
Maduna Ghat,2022,pH,7.38
Maduna Ghat,2023,Biochemical Oxygen Demand,3.92
Maduna Ghat,2023,Chemical Oxygen Demand,9.83
Maduna Ghat,2023,Dissolved Oxygen,7.03
Maduna Ghat,2023,pH,7.03
Magura (M.P),2018,Biochemical Oxygen Demand,1.35
Magura (M.P),2018,Dissolved Oxygen,5.32
Magura (M.P),2018,Salinity,0.26
Magura (M.P),2018,pH,7.7
Magura (M.P),2019,Biochemical Oxygen Demand,0.91
Magura (M.P),2019,Dissolved Oxygen,6.24
Magura (M.P),2019,pH,7.55
Magura (M.P),2020,Biochemical Oxygen Demand,1.2
Magura (M.P),2020,Dissolved Oxygen,6.71
Magura (M.P),2020,pH,8.12
Magura (O.P),2018,Biochemical Oxygen Demand,1.36
Magura (O.P),2018,Dissolved Oxygen,5.33
Magura (O.P),2018,Salinity,0.27
Magura (O.P),2018,pH,7.71
Magura (O.P),2019,Biochemical Oxygen Demand,0.9
Magura (O.P),2019,Dissolved Oxygen,6.25
Magura (O.P),2019,pH,7.55
Magura (O.P),2020,Biochemical Oxygen Demand,1.22
Magura (O.P),2020,Dissolved Oxygen,6.73
Magura (O.P),2020,pH,8.12
Magura (S.P),2018,Biochemical Oxygen Demand,1.33
Magura (S.P),2018,Dissolved Oxygen,5.3
Magura (S.P),2018,Salinity,0.27
Magura (S.P),2018,pH,7.71
Magura (S.P),2019,Biochemical Oxygen Demand,0.91
Magura (S.P),2019,Dissolved Oxygen,6.27
Magura (S.P),2019,pH,7.55
Magura (S.P),2020,Biochemical Oxygen Demand,1.22
Magura (S.P),2020,Dissolved Oxygen,6.75
Magura (S.P),2020,pH,8.11
Majhira Demra Ghat,2023,Biochemical Oxygen Demand,14.56
Majhira Demra Ghat,2023,Chemical Oxygen Demand,36.44
Majhira Demra Ghat,2023,Dissolved Oxygen,1.83
Majhira Demra Ghat,2023,pH,1.83
Majira Demra Ghat,2021,Biochemical Oxygen Demand,13.88
Majira Demra Ghat,2021,Chemical Oxygen Demand,41.44
Majira Demra Ghat,2021,Dissolved Oxygen,2.52
Majira Demra Ghat,2021,pH,7.11
Mariam Nagar,2021,Biochemical Oxygen Demand,5.36
Mariam Nagar,2021,Chemical Oxygen Demand,17.73
Mariam Nagar,2021,Dissolved Oxygen,6.94
Mariam Nagar,2021,pH,7.92
Mariam Nagar,2022,Biochemical Oxygen Demand,3.64
Mariam Nagar,2022,Chemical Oxygen Demand,11.09
Mariam Nagar,2022,Dissolved Oxygen,7.37
Mariam Nagar,2022,pH,7.47
Mariam Nagar,2023,Biochemical Oxygen Demand,4.42
Mariam Nagar,2023,Chemical Oxygen Demand,14.92
Mariam Nagar,2023,Dissolved Oxygen,7.46
Mariam Nagar,2023,pH,7.46
Mawa Ghat,2018,Biochemical Oxygen Demand,1.5
Mawa Ghat,2018,Dissolved Oxygen,7.4
Mawa Ghat,2018,pH,7.67
Mawa Ghat,2019,Biochemical Oxygen Demand,2.26
Mawa Ghat,2019,Dissolved Oxygen,7.27
Mawa Ghat,2019,pH,7.65
Mawa Ghat,2020,Biochemical Oxygen Demand,5.82
Mawa Ghat,2020,Dissolved Oxygen,7.5
Mawa Ghat,2020,pH,7.8
Mawa Ghat,2022,Biochemical Oxygen Demand,5.4
Mawa Ghat,2022,Dissolved Oxygen,7.87
Mawa Ghat,2022,pH,7.85
Mawa Ghat,2023,Biochemical Oxygen Demand,2.2
Mawa Ghat,2023,Dissolved Oxygen,7.93
Mawa Ghat,2023,pH,7.93
Mawa ferry Ghat,2021,Biochemical Oxygen Demand,11.5
Mawa ferry Ghat,2021,Dissolved Oxygen,7.02
Mawa ferry Ghat,2021,pH,7.2
Meghna Ghat,2018,Biochemical Oxygen Demand,3.17
Meghna Ghat,2018,Chemical Oxygen Demand,13.42
Meghna Ghat,2018,Dissolved Oxygen,6.14
Meghna Ghat,2018,pH,7.03
Meghna Ghat,2019,Biochemical Oxygen Demand,4.14
Meghna Ghat,2019,Dissolved Oxygen,5.53
Meghna Ghat,2019,pH,7.06
Meghna Ghat,2020,Biochemical Oxygen Demand,4.14
Meghna Ghat,2020,Dissolved Oxygen,5.53
Meghna Ghat,2020,pH,7.06
Meghna Ghat,2021,Biochemical Oxygen Demand,7.38
Meghna Ghat,2021,Dissolved Oxygen,5.48
Meghna Ghat,2021,pH,7.16
Meghna Ghat,2022,Biochemical Oxygen Demand,4.15
Meghna Ghat,2022,Chemical Oxygen Demand,17.71
Meghna Ghat,2022,Dissolved Oxygen,5.53
Meghna Ghat,2022,pH,7.04
Meghna Ghat,2023,Biochemical Oxygen Demand,4.43
Meghna Ghat,2023,Dissolved Oxygen,4.95
Meghna Ghat,2023,pH,4.95
Mendibag Point,2018,Biochemical Oxygen Demand,2.05
Mendibag Point,2018,Chemical Oxygen Demand,12.25
Mendibag Point,2018,Dissolved Oxygen,6.94
Mendibag Point,2018,pH,8.05
Mendibag Point,2019,Biochemical Oxygen Demand,2.96
Mendibag Point,2019,Chemical Oxygen Demand,11.4
Mendibag Point,2019,Dissolved Oxygen,6.72
Mendibag Point,2019,pH,8.04
Mendibag Point,2020,Biochemical Oxygen Demand,2.02
Mendibag Point,2020,Chemical Oxygen Demand,10.45
Mendibag Point,2020,Dissolved Oxygen,7.14
Mendibag Point,2020,pH,6.99
Mendibag Point,2021,Biochemical Oxygen Demand,2.66
Mendibag Point,2021,Chemical Oxygen Demand,16.25
Mendibag Point,2021,Dissolved Oxygen,6.99
Mendibag Point,2021,pH,6.68
Mendibag Point,2022,Biochemical Oxygen Demand,2.1
Mendibag Point,2022,Chemical Oxygen Demand,11
Mendibag Point,2022,Dissolved Oxygen,7.02
Mendibag Point,2022,pH,6.61
Mendibag Point,2023,Biochemical Oxygen Demand,2.45
Mendibag Point,2023,Chemical Oxygen Demand,10.45
Mendibag Point,2023,Dissolved Oxygen,7.19
Mendibag Point,2023,pH,7.19
Mirpur Bridge,2018,Biochemical Oxygen Demand,9.47
Mirpur Bridge,2018,Chemical Oxygen Demand,38.36
Mirpur Bridge,2018,Dissolved Oxygen,2.64
Mirpur Bridge,2018,pH,7.62
Mirpur Bridge,2019,Biochemical Oxygen Demand,10.82
Mirpur Bridge,2019,Chemical Oxygen Demand,38.08
Mirpur Bridge,2019,Dissolved Oxygen,2.13
Mirpur Bridge,2019,pH,7.4
Mirpur Bridge,2020,Biochemical Oxygen Demand,12.58
Mirpur Bridge,2020,Chemical Oxygen Demand,41.92
Mirpur Bridge,2020,Dissolved Oxygen,2.83
Mirpur Bridge,2020,pH,6.69
Mirpur Bridge,2021,Biochemical Oxygen Demand,19.56
Mirpur Bridge,2021,Chemical Oxygen Demand,64.9
Mirpur Bridge,2021,Dissolved Oxygen,2.27
Mirpur Bridge,2021,pH,7.18
Mirpur Bridge,2022,Biochemical Oxygen Demand,14.13
Mirpur Bridge,2022,Chemical Oxygen Demand,56
Mirpur Bridge,2022,Dissolved Oxygen,3.1
Mirpur Bridge,2022,pH,7.26
Mirpur Bridge,2023,Biochemical Oxygen Demand,9.56
Mirpur Bridge,2023,Chemical Oxygen Demand,37.33
Mirpur Bridge,2023,Dissolved Oxygen,3.34
Mirpur Bridge,2023,pH,3.34
Mirpur Diabary BIWTA Landing Station,2018,Biochemical Oxygen Demand,13.33
Mirpur Diabary BIWTA Landing Station,2018,Chemical Oxygen Demand,48.72
Mirpur Diabary BIWTA Landing Station,2018,Dissolved Oxygen,2.97
Mirpur Diabary BIWTA Landing Station,2018,pH,7.49
Mirpur Diabary BIWTA Landing Station,2019,Biochemical Oxygen Demand,13.45
Mirpur Diabary BIWTA Landing Station,2019,Chemical Oxygen Demand,67.73
Mirpur Diabary BIWTA Landing Station,2019,Dissolved Oxygen,1.59
Mirpur Diabary BIWTA Landing Station,2019,pH,7.17
Mirpur Diabary BIWTA Landing Station,2020,Biochemical Oxygen Demand,17.13
Mirpur Diabary BIWTA Landing Station,2020,Chemical Oxygen Demand,53
Mirpur Diabary BIWTA Landing Station,2020,Dissolved Oxygen,2.68
Mirpur Diabary BIWTA Landing Station,2020,pH,7.17
Modunaghat Side,2018,Salinity,0.1
Mohammadpur,2021,Biochemical Oxygen Demand,5.8
Mohammadpur,2021,Chemical Oxygen Demand,43
Mohammadpur,2021,Dissolved Oxygen,0.7
Mohammadpur,2021,pH,7.48
Mohona,2018,Chemical Oxygen Demand,48
Mohona,2018,Dissolved Oxygen,6.23
Mohona,2018,Salinity,0.04
Mohona,2018,pH,7.41
Mohona,2019,Chemical Oxygen Demand,43
Mohona,2019,Dissolved Oxygen,5.92
Mohona,2019,pH,7.66
Mohona,2020,Chemical Oxygen Demand,54.83
Mohona,2020,Dissolved Oxygen,6.54
Mohona,2020,pH,7.81
Mohonganj (D),2022,Biochemical Oxygen Demand,2.23
Mohonganj (D),2022,Dissolved Oxygen,7.63
Mohonganj (D),2022,pH,7.55
Mohonganj (DN),2021,Biochemical Oxygen Demand,2.22
Mohonganj (DN),2021,Dissolved Oxygen,7.69
Mohonganj (DN),2021,pH,7.61
Mohonganj (Dn),2023,Biochemical Oxygen Demand,2.31
Mohonganj (Dn),2023,Dissolved Oxygen,7.55
Mohonganj (Dn),2023,pH,7.55
Mohonganj (U),2022,Biochemical Oxygen Demand,2.23
Mohonganj (U),2022,Dissolved Oxygen,7.63
Mohonganj (U),2022,pH,7.55
Mohonganj (UP),2021,Biochemical Oxygen Demand,2.22
Mohonganj (UP),2021,Dissolved Oxygen,7.69
Mohonganj (UP),2021,pH,7.61
Mohonganj (Up),2023,Biochemical Oxygen Demand,2.31
Mohonganj (Up),2023,Dissolved Oxygen,7.55
Mohonganj (Up),2023,pH,7.55
Mongla Poart (M.P),2018,Biochemical Oxygen Demand,1.01
Mongla Poart (M.P),2018,Dissolved Oxygen,6.17
Mongla Poart (M.P),2018,Salinity,5.22
Mongla Poart (M.P),2018,pH,7.8
Mongla Poart (M.P),2019,Biochemical Oxygen Demand,0.95
Mongla Poart (M.P),2019,Dissolved Oxygen,6.72
Mongla Poart (M.P),2019,pH,7.92
Mongla Poart (M.P),2020,Biochemical Oxygen Demand,1.52
Mongla Poart (M.P),2020,Dissolved Oxygen,6.59
Mongla Poart (M.P),2020,pH,8.23
Mongla Poart (O.P),2018,Biochemical Oxygen Demand,1
Mongla Poart (O.P),2018,Dissolved Oxygen,6.15
Mongla Poart (O.P),2018,Salinity,5.23
Mongla Poart (O.P),2018,pH,7.8
Mongla Poart (O.P),2019,Biochemical Oxygen Demand,0.93
Mongla Poart (O.P),2019,Dissolved Oxygen,6.72
Mongla Poart (O.P),2019,pH,7.91
Mongla Poart (O.P),2020,Biochemical Oxygen Demand,1.52
Mongla Poart (O.P),2020,Dissolved Oxygen,6.59
Mongla Poart (O.P),2020,pH,8.23
Mongla Poart (S.P),2018,Biochemical Oxygen Demand,1.02
Mongla Poart (S.P),2018,Dissolved Oxygen,6.14
Mongla Poart (S.P),2018,Salinity,5.23
Mongla Poart (S.P),2018,pH,7.79
Mongla Poart (S.P),2019,Biochemical Oxygen Demand,0.91
Mongla Poart (S.P),2019,Dissolved Oxygen,6.7
Mongla Poart (S.P),2019,pH,7.91
Mongla Poart (S.P),2020,Biochemical Oxygen Demand,1.52
Mongla Poart (S.P),2020,Dissolved Oxygen,6.59
Mongla Poart (S.P),2020,pH,8.23
Muktarpur Bridge,2020,Biochemical Oxygen Demand,7
Muktarpur Bridge,2020,Chemical Oxygen Demand,28.25
Muktarpur Bridge,2020,Dissolved Oxygen,3.13
Muktarpur Bridge,2020,pH,7.59
Mukterpur,2021,Biochemical Oxygen Demand,14.89
Mukterpur,2021,Chemical Oxygen Demand,54.56
Mukterpur,2021,Dissolved Oxygen,2.78
Mukterpur,2021,pH,7.14
Mukterpur,2022,Biochemical Oxygen Demand,8.26
Mukterpur,2022,Chemical Oxygen Demand,22.58
Mukterpur,2022,Dissolved Oxygen,2.72
Mukterpur,2022,pH,7.21
Mukterpur,2023,Biochemical Oxygen Demand,8
Mukterpur,2023,Chemical Oxygen Demand,18
Mukterpur,2023,Dissolved Oxygen,1.97
Mukterpur,2023,pH,1.97
Murapara (Rupganj),2022,Biochemical Oxygen Demand,8.98
Murapara (Rupganj),2022,Chemical Oxygen Demand,34.83
Murapara (Rupganj),2022,Dissolved Oxygen,4.04
Murapara (Rupganj),2022,pH,7.4
Murapara (Rupganj),2023,Biochemical Oxygen Demand,44.16
Murapara (Rupganj),2023,Chemical Oxygen Demand,28
Murapara (Rupganj),2023,Dissolved Oxygen,3.25
Murapara (Rupganj),2023,pH,3.25
Murapara (Rupgonj),2021,Biochemical Oxygen Demand,9.56
Murapara (Rupgonj),2021,Chemical Oxygen Demand,34.89
Murapara (Rupgonj),2021,Dissolved Oxygen,3.55
Murapara (Rupgonj),2021,pH,7.21
Mymensingh,2018,Biochemical Oxygen Demand,2.2
Mymensingh,2018,Chemical Oxygen Demand,13.33
Mymensingh,2018,Dissolved Oxygen,6.4
Mymensingh,2018,pH,7.83
Mymensingh,2019,Biochemical Oxygen Demand,2.43
Mymensingh,2019,Dissolved Oxygen,6.66
Mymensingh,2019,pH,7.83
Mymensingh,2020,Biochemical Oxygen Demand,10.5
Mymensingh,2020,Dissolved Oxygen,8.75
Mymensingh,2020,pH,7.93
Mymensingh,2022,Biochemical Oxygen Demand,7.2
Mymensingh,2022,Dissolved Oxygen,11.4
Mymensingh,2022,pH,7.97
Mymensingh,2023,Biochemical Oxygen Demand,8
Mymensingh,2023,Dissolved Oxygen,5
Mymensingh,2023,pH,5
N. S. P. M,2018,Biochemical Oxygen Demand,4.91
N. S. P. M,2018,Chemical Oxygen Demand,17.71
N. S. P. M,2018,Dissolved Oxygen,5.32
N. S. P. M,2018,pH,6.92
N. S. P. M,2019,Biochemical Oxygen Demand,8.44
N. S. P. M,2019,Dissolved Oxygen,4.4
N. S. P. M,2019,pH,7.13
N. S. P. M,2020,Biochemical Oxygen Demand,8.44
N. S. P. M,2020,Dissolved Oxygen,4.4
N. S. P. M,2020,pH,7.13
Nama Bazar,2021,Biochemical Oxygen Demand,15.09
Nama Bazar,2021,Chemical Oxygen Demand,52.89
Nama Bazar,2021,Dissolved Oxygen,3.29
Nama Bazar,2021,pH,7.14
Nama Bazar,2022,Biochemical Oxygen Demand,10.53
Nama Bazar,2022,Chemical Oxygen Demand,35.08
Nama Bazar,2022,Dissolved Oxygen,4.51
Nama Bazar,2022,pH,7.44
Nama Bazar,2023,Biochemical Oxygen Demand,9.41
Nama Bazar,2023,Chemical Oxygen Demand,31.39
Nama Bazar,2023,Dissolved Oxygen,3.29
Nama Bazar,2023,pH,3.29
Narshingdi Launch Ghat,2021,Biochemical Oxygen Demand,9.87
Narshingdi Launch Ghat,2021,Dissolved Oxygen,2.75
Narshingdi Launch Ghat,2021,pH,7.78
Neaer Kanchpur Bridge,2018,Biochemical Oxygen Demand,8.4
Neaer Kanchpur Bridge,2018,Chemical Oxygen Demand,24
Neaer Kanchpur Bridge,2018,Dissolved Oxygen,3.4
Neaer Kanchpur Bridge,2018,pH,7.59
Neaer Kanchpur Bridge,2019,Chemical Oxygen Demand,38.4
Neaer Kanchpur Bridge,2019,pH,6.51
Neaer Kanchpur Bridge,2020,Biochemical Oxygen Demand,10.8
Neaer Kanchpur Bridge,2020,Chemical Oxygen Demand,46
Neaer Kanchpur Bridge,2020,Dissolved Oxygen,3.56
Neaer Kanchpur Bridge,2020,pH,7.23
Near ACI Factory,2018,Biochemical Oxygen Demand,18.4
Near ACI Factory,2018,Chemical Oxygen Demand,63.66
Near ACI Factory,2018,Dissolved Oxygen,1.53
Near ACI Factory,2018,pH,7.11
Near ACI Factory,2019,Biochemical Oxygen Demand,7.67
Near ACI Factory,2019,Chemical Oxygen Demand,33.7
Near ACI Factory,2019,Dissolved Oxygen,2.69
Near ACI Factory,2019,pH,7.2
Near ACI Factory,2020,Biochemical Oxygen Demand,21.68
Near ACI Factory,2020,Chemical Oxygen Demand,73.9
Near ACI Factory,2020,Dissolved Oxygen,0.95
Near ACI Factory,2020,pH,7.32
"Near Balu Bridge, 300 feet Road, Dhaka",2018,Biochemical Oxygen Demand,9.1
"Near Balu Bridge, 300 feet Road, Dhaka",2018,Chemical Oxygen Demand,32.25
"Near Balu Bridge, 300 feet Road, Dhaka",2018,Dissolved Oxygen,1.88
"Near Balu Bridge, 300 feet Road, Dhaka",2018,pH,7.43
"Near Balu Bridge, 300 feet Road, Dhaka",2019,Biochemical Oxygen Demand,17.49
"Near Balu Bridge, 300 feet Road, Dhaka",2019,Chemical Oxygen Demand,83.42
"Near Balu Bridge, 300 feet Road, Dhaka",2019,Dissolved Oxygen,1.18
"Near Balu Bridge, 300 feet Road, Dhaka",2019,pH,7.39
"Near Balu Bridge, 300 feet Road, Dhaka",2020,Biochemical Oxygen Demand,20.83
"Near Balu Bridge, 300 feet Road, Dhaka",2020,Chemical Oxygen Demand,70
"Near Balu Bridge, 300 feet Road, Dhaka",2020,Dissolved Oxygen,2.14
"Near Balu Bridge, 300 feet Road, Dhaka",2020,pH,7.39
Near Banabandhu Bridge (DS),2018,Biochemical Oxygen Demand,2.1
Near Banabandhu Bridge (DS),2018,Dissolved Oxygen,7.08
Near Banabandhu Bridge (DS),2018,pH,7.5
Near Banabandhu Bridge (DS),2019,Biochemical Oxygen Demand,2.19
Near Banabandhu Bridge (DS),2019,Dissolved Oxygen,7.28
Near Banabandhu Bridge (DS),2019,pH,7.47
Near Banabandhu Bridge (US),2018,Biochemical Oxygen Demand,2.15
Near Banabandhu Bridge (US),2018,Dissolved Oxygen,7.2
Near Banabandhu Bridge (US),2018,pH,7.5
Near Banabandhu Bridge (US),2019,Biochemical Oxygen Demand,2.18
Near Banabandhu Bridge (US),2019,Dissolved Oxygen,7.27
Near Banabandhu Bridge (US),2019,pH,7.46
Near Bangabandhu Bridge (US),2020,Biochemical Oxygen Demand,2.3
Near Bangabandhu Bridge (US),2020,Dissolved Oxygen,7.58
Near Bangabandhu Bridge (US),2020,pH,7.66
"Near Damra University College, Demra, Dhaka",2018,Biochemical Oxygen Demand,12.14
"Near Damra University College, Demra, Dhaka",2018,Chemical Oxygen Demand,48.42
"Near Damra University College, Demra, Dhaka",2018,Dissolved Oxygen,2.46
"Near Damra University College, Demra, Dhaka",2018,pH,7.63
"Near Damra University College, Demra, Dhaka",2019,Biochemical Oxygen Demand,17.43
"Near Damra University College, Demra, Dhaka",2019,Chemical Oxygen Demand,67.74
"Near Damra University College, Demra, Dhaka",2019,Dissolved Oxygen,1.1
"Near Damra University College, Demra, Dhaka",2019,pH,7.38
"Near Damra University College, Demra, Dhaka",2020,Biochemical Oxygen Demand,19.98
"Near Damra University College, Demra, Dhaka",2020,Chemical Oxygen Demand,69.75
"Near Damra University College, Demra, Dhaka",2020,Dissolved Oxygen,1.66
"Near Damra University College, Demra, Dhaka",2020,pH,7.38
Near Dhanmondi-28 Bangabandhu Jadughor,2020,Biochemical Oxygen Demand,9.9
Near Dhanmondi-28 Bangabandhu Jadughor,2021,Biochemical Oxygen Demand,8.44
Near Dhanmondi-28 Bangabandhu Jadughor,2022,Biochemical Oxygen Demand,5.05
Near Dhanmondi-28 Bangabandhu Jadughor,2023,Biochemical Oxygen Demand,7.13
Near Dhanmondi-32 Bridge,2020,Biochemical Oxygen Demand,8.68
