Relation,Primary_Key,Source_Kept,Value_Kept,Source_Rejected,Value_Rejected,Conflict_Class
Temperature_Record,Bogura | 2009 | 3 | Minimum,BMD B51,19.1,BRRI B58,13.6,substantive
Temperature_Record,Bogura | 2009 | 4 | Minimum,BMD B51,23.7,BRRI B58,20.4,substantive
Temperature_Record,Bogura | 2009 | 5 | Minimum,BMD B51,24.1,BRRI B58,20.5,substantive
Temperature_Record,Bogura | 2009 | 6 | Minimum,BMD B51,26.0,BRRI B58,22.4,substantive
Temperature_Record,Bogura | 2009 | 7 | Minimum,BMD B51,26.7,BRRI B58,25.2,substantive
Temperature_Record,Bogura | 2009 | 8 | Minimum,BMD B51,26.2,BRRI B58,23.9,substantive
Temperature_Record,Bogura | 2009 | 9 | Minimum,BMD B51,26.3,BRRI B58,24.6,substantive
Temperature_Record,Bogura | 2009 | 10 | Minimum,BMD B51,23.2,BRRI B58,18.8,substantive
Temperature_Record,Bogura | 2009 | 11 | Minimum,BMD B51,18.8,BRRI B58,12.9,substantive
Temperature_Record,Bogura | 2009 | 12 | Minimum,BMD B51,13.2,BRRI B58,8.5,substantive
Temperature_Record,Bogura | 2010 | 1 | Minimum,BMD B52,10.9,BRRI B58,8.0,substantive
Temperature_Record,Bogura | 2010 | 2 | Minimum,BMD B52,14.4,BRRI B58,9.6,substantive
Temperature_Record,Bogura | 2010 | 3 | Minimum,BMD B52,20.9,BRRI B58,15.3,substantive
Temperature_Record,Bogura | 2010 | 4 | Minimum,BMD B52,24.8,BRRI B58,20.0,substantive
Temperature_Record,Bogura | 2010 | 5 | Minimum,BMD B52,25.1,BRRI B58,21.6,substantive
Temperature_Record,Bogura | 2010 | 6 | Minimum,BMD B52,26.3,BRRI B58,23.5,substantive
Temperature_Record,Bogura | 2010 | 7 | Minimum,BMD B52,27.1,BRRI B58,26.0,substantive
Temperature_Record,Bogura | 2010 | 8 | Minimum,BMD B52,26.9,BRRI B58,25.5,substantive
Temperature_Record,Bogura | 2010 | 9 | Minimum,BMD B52,26.1,BRRI B58,23.7,substantive
Temperature_Record,Bogura | 2010 | 10 | Minimum,BMD B52,23.8,BRRI B58,20.0,substantive
Temperature_Record,Bogura | 2010 | 11 | Minimum,BMD B52,19.5,BRRI B58,15.0,substantive
Temperature_Record,Bogura | 2010 | 12 | Minimum,BMD B52,13.5,BRRI B58,10.0,substantive
Temperature_Record,Bogura | 2011 | 1 | Minimum,BRRI B58,5.8,BBS B01,10.1,substantive
Temperature_Record,Bogura | 2011 | 2 | Minimum,BMD B53,14.7,BRRI B58,10.8,substantive
Temperature_Record,Bogura | 2011 | 3 | Minimum,BRRI B58,13.5,BBS B01,20.1,substantive
Temperature_Record,Bogura | 2011 | 4 | Minimum,BRRI B58,19.5,BBS B01,22.4,substantive
Temperature_Record,Bogura | 2011 | 5 | Minimum,BRRI B58,20.3,BBS B01,23.6,substantive
Temperature_Record,Bogura | 2011 | 6 | Minimum,BRRI B58,24.4,BBS B01,26.1,substantive
Temperature_Record,Bogura | 2011 | 7 | Minimum,BRRI B58,24.0,BBS B01,26.5,substantive
Temperature_Record,Bogura | 2011 | 8 | Minimum,BMD B53,26.3,BRRI B58,24.0,substantive
Temperature_Record,Bogura | 2011 | 9 | Minimum,BMD B53,26.2,BRRI B58,25.2,substantive
Temperature_Record,Bogura | 2011 | 10 | Minimum,BRRI B58,18.6,BBS B01,24.2,substantive
Temperature_Record,Bogura | 2011 | 11 | Minimum,BRRI B58,14.7,BBS B01,18.0,substantive
Temperature_Record,Bogura | 2011 | 12 | Minimum,BRRI B58,9.4,BBS B01,13.3,substantive
Temperature_Record,Bogura | 2012 | 1 | Minimum,BMD B54,10.1,BRRI B58,8.0,substantive
Temperature_Record,Bogura | 2012 | 2 | Minimum,BMD B54,14.7,BRRI B58,9.3,substantive
Temperature_Record,Bogura | 2012 | 3 | Minimum,BMD B54,20.1,BRRI B58,15.6,substantive
Temperature_Record,Bogura | 2012 | 4 | Minimum,BMD B54,22.4,BRRI B58,19.2,substantive
Temperature_Record,Bogura | 2012 | 5 | Minimum,BMD B54,23.6,BRRI B58,20.6,substantive
Temperature_Record,Bogura | 2012 | 6 | Minimum,BMD B54,26.1,BRRI B58,22.5,substantive
Temperature_Record,Bogura | 2012 | 7 | Minimum,BMD B54,26.5,BRRI B58,24.9,substantive
Temperature_Record,Bogura | 2012 | 8 | Minimum,BMD B54,26.3,BRRI B58,25.2,substantive
Temperature_Record,Bogura | 2012 | 9 | Minimum,BMD B54,26.2,BRRI B58,24.0,substantive
Temperature_Record,Bogura | 2012 | 10 | Minimum,BMD B54,24.2,BRRI B58,19.2,substantive
Temperature_Record,Bogura | 2012 | 11 | Minimum,BMD B54,18.0,BRRI B58,12.7,substantive
Temperature_Record,Bogura | 2012 | 12 | Minimum,BMD B54,13.3,BRRI B58,8.9,substantive
Temperature_Record,Bogura | 2013 | 1 | Minimum,BRRI B58,4.5,BBS B01,10.2,substantive
Temperature_Record,Bogura | 2013 | 2 | Minimum,BRRI B58,11.0,BBS B01,15.1,substantive
Temperature_Record,Bogura | 2013 | 3 | Minimum,BRRI B58,15.5,BBS B01,19.9,substantive
Temperature_Record,Bogura | 2013 | 5 | Minimum,BRRI B58,20.2,BBS B01,24.5,substantive
Temperature_Record,Bogura | 2013 | 6 | Minimum,BRRI B58,23.4,BBS B01,26.8,substantive
Temperature_Record,Bogura | 2013 | 7 | Minimum,BRRI B58,25.2,BBS B01,26.8,substantive
Temperature_Record,Bogura | 2013 | 8 | Minimum,BRRI B58,25.0,BBS B01,26.4,substantive
Temperature_Record,Bogura | 2013 | 9 | Minimum,BRRI B58,23.4,BBS B01,26.5,substantive
Temperature_Record,Bogura | 2013 | 10 | Minimum,BRRI B58,20.8,BBS B01,23.8,substantive
Temperature_Record,Bogura | 2013 | 11 | Minimum,BRRI B58,14.4,BBS B01,17.4,substantive
Temperature_Record,Bogura | 2013 | 12 | Minimum,BRRI B58,9.6,BBS B01,14.1,substantive
Temperature_Record,Bogura | 2014 | 1 | Minimum,BRRI B58,8.7,BBS B01,12.3,substantive
Temperature_Record,Bogura | 2014 | 2 | Minimum,BRRI B58,10.6,BBS B01,13.8,substantive
Temperature_Record,Bogura | 2014 | 3 | Minimum,BRRI B58,14.8,BBS B01,18.6,substantive
Temperature_Record,Bogura | 2014 | 4 | Minimum,BRRI B58,18.8,BBS B01,23.1,substantive
Temperature_Record,Bogura | 2014 | 5 | Minimum,BRRI B58,19.5,BBS B01,25.1,substantive
Temperature_Record,Bogura | 2014 | 6 | Minimum,BRRI B58,23.0,BBS B01,26.0,substantive
Temperature_Record,Bogura | 2014 | 7 | Minimum,BRRI B58,25.0,BBS B01,26.7,substantive
Temperature_Record,Bogura | 2014 | 8 | Minimum,BRRI B58,25.5,BBS B01,26.6,substantive
Temperature_Record,Bogura | 2014 | 9 | Minimum,BRRI B58,23.6,BBS B01,25.8,substantive
Temperature_Record,Bogura | 2014 | 10 | Minimum,BRRI B58,19.8,BBS B01,23.4,substantive
Temperature_Record,Bogura | 2014 | 11 | Minimum,BRRI B58,14.0,BBS B01,17.8,substantive
Temperature_Record,Bogura | 2014 | 12 | Minimum,BRRI B58,10.2,BBS B01,13.6,substantive
Temperature_Record,Bogura | 2015 | 1 | Minimum,BRRI B58,9.3,BBS B01,12.6,substantive
Temperature_Record,Bogura | 2015 | 2 | Minimum,BRRI B58,9.4,BBS B01,15.3,substantive
Temperature_Record,Bogura | 2015 | 3 | Minimum,BRRI B58,14.2,BBS B01,18.8,substantive
Temperature_Record,Bogura | 2015 | 4 | Minimum,BRRI B58,17.4,BBS B01,21.4,substantive
Temperature_Record,Bogura | 2015 | 5 | Minimum,BRRI B58,20.0,BBS B01,23.7,substantive
Temperature_Record,Bogura | 2015 | 6 | Minimum,BRRI B58,21.2,BBS B01,25.9,substantive
Temperature_Record,Bogura | 2015 | 7 | Minimum,BRRI B58,24.2,BBS B01,25.8,substantive
Temperature_Record,Bogura | 2015 | 8 | Minimum,BRRI B58,24.3,BBS B01,26.1,substantive
Temperature_Record,Bogura | 2015 | 9 | Minimum,BRRI B58,23.5,BBS B01,25.9,substantive
Temperature_Record,Bogura | 2015 | 10 | Minimum,BRRI B58,19.8,BBS B01,23.1,substantive
Temperature_Record,Bogura | 2015 | 11 | Minimum,BRRI B58,16.3,BBS B01,18.8,substantive
Temperature_Record,Bogura | 2015 | 12 | Minimum,BRRI B58,9.8,BBS B01,13.7,substantive
Temperature_Record,Bogura | 2016 | 1 | Minimum,BRRI B58,8.0,BBS B01,11.9,substantive
Temperature_Record,Bogura | 2016 | 2 | Minimum,BRRI B58,10.2,BBS B01,16.2,substantive
Temperature_Record,Bogura | 2016 | 3 | Minimum,BRRI B58,17.5,BBS B01,20.9,substantive
Temperature_Record,Bogura | 2016 | 4 | Minimum,BRRI B58,17.8,BBS B01,25.5,substantive
Temperature_Record,Bogura | 2016 | 5 | Minimum,BRRI B58,21.4,BBS B01,23.9,substantive
Temperature_Record,Bogura | 2016 | 6 | Minimum,BRRI B58,23.0,BBS B01,26.6,substantive
Temperature_Record,Bogura | 2016 | 7 | Minimum,BRRI B58,25.0,BBS B01,26.5,substantive
Temperature_Record,Bogura | 2016 | 8 | Minimum,BRRI B58,24.8,BBS B01,27.1,substantive
Temperature_Record,Bogura | 2016 | 9 | Minimum,BRRI B58,24.8,BBS B01,26.3,substantive
Temperature_Record,Bogura | 2016 | 10 | Minimum,BRRI B58,22.0,BBS B01,24.5,substantive
Temperature_Record,Bogura | 2016 | 11 | Minimum,BRRI B58,16.2,BBS B01,18.8,substantive
Temperature_Record,Bogura | 2016 | 12 | Minimum,BRRI B58,12.3,BBS B01,15.1,substantive
Temperature_Record,Bogura | 2019 | 1 | Minimum,BRRI B58,10.4,BBS B02,12.5,substantive
Temperature_Record,Bogura | 2019 | 2 | Minimum,BRRI B58,11.8,BBS B02,15.4,substantive
Temperature_Record,Bogura | 2019 | 3 | Minimum,BRRI B58,12.4,BBS B02,19.1,substantive
Temperature_Record,Bogura | 2019 | 4 | Minimum,BRRI B58,17.8,BBS B02,23.1,substantive
Temperature_Record,Bogura | 2019 | 5 | Minimum,BRRI B58,22.2,BBS B02,25.2,substantive
Temperature_Record,Bogura | 2019 | 6 | Minimum,BRRI B58,21.5,BBS B02,26.2,substantive
Temperature_Record,Bogura | 2019 | 7 | Minimum,BRRI B58,23.7,BBS B02,26.7,substantive
Temperature_Record,Bogura | 2019 | 8 | Minimum,BRRI B58,25.7,BBS B02,27.6,substantive
Temperature_Record,Bogura | 2019 | 9 | Minimum,BRRI B58,23.4,BBS B02,26.5,substantive
Temperature_Record,Bogura | 2019 | 10 | Minimum,BRRI B58,19.0,BBS B02,23.6,substantive
Temperature_Record,Bogura | 2019 | 11 | Minimum,BRRI B58,15.5,BBS B02,19.8,substantive
Temperature_Record,Bogura | 2019 | 12 | Minimum,BRRI B58,8.9,BBS B02,13.6,substantive
Temperature_Record,Bogura | 2020 | 1 | Minimum,BRRI B58,9.8,BBS B02,12.8,substantive
Temperature_Record,Bogura | 2020 | 2 | Minimum,BRRI B58,9.5,BBS B02,14.0,substantive
Temperature_Record,Bogura | 2020 | 3 | Minimum,BRRI B58,15.6,BBS B02,19.5,substantive
Temperature_Record,Bogura | 2020 | 4 | Minimum,BRRI B58,19.6,BBS B02,22.2,substantive
Temperature_Record,Bogura | 2020 | 5 | Minimum,BRRI B58,19.5,BBS B02,23.9,substantive
Temperature_Record,Bogura | 2020 | 6 | Minimum,BRRI B58,24.5,BBS B02,26.6,substantive
Temperature_Record,Bogura | 2020 | 7 | Minimum,BRRI B58,25.2,BBS B02,27.1,substantive
Temperature_Record,Bogura | 2020 | 8 | Minimum,BRRI B58,25.7,BBS B02,27.5,substantive
Temperature_Record,Bogura | 2020 | 9 | Minimum,BRRI B58,25.0,BBS B02,27.0,substantive
Temperature_Record,Bogura | 2020 | 10 | Minimum,BRRI B58,23.2,BBS B02,25.6,substantive
Temperature_Record,Bogura | 2020 | 11 | Minimum,BRRI B58,14.0,BBS B02,18.7,substantive
Temperature_Record,Bogura | 2020 | 12 | Minimum,BRRI B58,8.5,BBS B02,14.0,substantive
Temperature_Record,Bogura | 2021 | 1 | Minimum,BRRI B58,7.7,BBS B02,12.4,substantive
Temperature_Record,Bogura | 2021 | 2 | Minimum,BRRI B58,6.8,BBS B02,15.1,substantive
Temperature_Record,Bogura | 2021 | 3 | Minimum,BRRI B58,17.5,BBS B02,21.2,substantive
Temperature_Record,Bogura | 2021 | 4 | Minimum,BRRI B58,18.8,BBS B02,23.9,substantive
Temperature_Record,Bogura | 2021 | 5 | Minimum,BRRI B58,19.8,BBS B02,24.4,substantive
Temperature_Record,Bogura | 2021 | 6 | Minimum,BRRI B58,22.8,BBS B02,25.9,substantive
Temperature_Record,Bogura | 2021 | 7 | Minimum,BRRI B58,24.6,BBS B02,26.9,substantive
Temperature_Record,Bogura | 2021 | 8 | Minimum,BRRI B58,25.0,BBS B02,26.5,substantive
Temperature_Record,Bogura | 2021 | 9 | Minimum,BRRI B58,24.6,BBS B02,26.4,substantive
Temperature_Record,Bogura | 2021 | 10 | Minimum,BRRI B58,19.5,BBS B02,24.8,substantive
Temperature_Record,Bogura | 2021 | 11 | Minimum,BRRI B58,15.0,BBS B02,18.1,substantive
Temperature_Record,Bogura | 2021 | 12 | Minimum,BRRI B58,11.6,BBS B02,15.3,substantive
Temperature_Record,Bogura | 2023 | 1 | Minimum,BRRI B58,8.8,BBS B02,12.1,substantive
Temperature_Record,Bogura | 2023 | 2 | Minimum,BRRI B58,11.5,BBS B02,16.2,substantive
Temperature_Record,Bogura | 2023 | 3 | Minimum,BRRI B58,17.6,BBS B02,20.5,substantive
Temperature_Record,Bogura | 2023 | 4 | Minimum,BRRI B58,19.4,BBS B02,23.6,substantive
Temperature_Record,Bogura | 2023 | 5 | Minimum,BRRI B58,20.8,BBS B02,24.0,substantive
Temperature_Record,Bogura | 2023 | 6 | Minimum,BRRI B58,24.4,BBS B02,26.8,substantive
Temperature_Record,Bogura | 2023 | 7 | Minimum,BRRI B58,25.4,BBS B02,27.4,substantive
Temperature_Record,Bogura | 2023 | 8 | Minimum,BRRI B58,25.3,BBS B02,27.1,substantive
Temperature_Record,Bogura | 2023 | 9 | Minimum,BRRI B58,24.6,BBS B02,27.2,substantive
Temperature_Record,Bogura | 2023 | 10 | Minimum,BRRI B58,20.6,BBS B02,24.3,substantive
Temperature_Record,Bogura | 2023 | 11 | Minimum,BRRI B58,17.2,BBS B02,20.0,substantive
Temperature_Record,Bogura | 2023 | 12 | Minimum,BRRI B58,12.8,BBS B02,16.1,substantive
Temperature_Record,Bogura | 2022 | 1 | Minimum,BRRI B58,8.8,BBS B02,12.9,substantive
Temperature_Record,Bogura | 2022 | 2 | Minimum,BRRI B58,9.9,BBS B02,14.1,substantive
Temperature_Record,Bogura | 2022 | 3 | Minimum,BRRI B58,16.0,BBS B02,21.1,substantive
Temperature_Record,Bogura | 2022 | 4 | Minimum,BRRI B58,20.2,BBS B02,24.8,substantive
Temperature_Record,Bogura | 2022 | 5 | Minimum,BRRI B58,19.7,BBS B02,24.4,substantive
Temperature_Record,Bogura | 2022 | 6 | Minimum,BRRI B58,22.4,BBS B02,25.8,substantive
Temperature_Record,Bogura | 2022 | 7 | Minimum,BRRI B58,25.0,BBS B02,27.2,substantive
Temperature_Record,Bogura | 2022 | 8 | Minimum,BRRI B58,24.9,BBS B02,27.2,substantive
Temperature_Record,Bogura | 2022 | 9 | Minimum,BRRI B58,23.7,BBS B02,26.1,substantive
Temperature_Record,Bogura | 2022 | 10 | Minimum,BRRI B58,19.8,BBS B02,24.1,substantive
Temperature_Record,Bogura | 2022 | 11 | Minimum,BRRI B58,14.8,BBS B02,18.4,substantive
Temperature_Record,Bogura | 2022 | 12 | Minimum,BRRI B58,12.0,BBS B02,15.0,substantive
Temperature_Record,Chandpur | 1995 | 1 | Minimum,BMD B37,12.8,BRRI B58,9.5,substantive
Temperature_Record,Chandpur | 1995 | 2 | Minimum,BMD B37,16.0,BRRI B58,12.2,substantive
Temperature_Record,Chandpur | 1995 | 3 | Minimum,BMD B37,19.6,BRRI B58,16.0,substantive
Temperature_Record,Chandpur | 1995 | 4 | Minimum,BMD B37,24.0,BRRI B58,20.0,substantive
Temperature_Record,Chandpur | 1995 | 5 | Minimum,BMD B37,25.9,BRRI B58,23.3,substantive
Temperature_Record,Chandpur | 1995 | 6 | Minimum,BMD B37,26.1,BRRI B58,23.7,substantive
Temperature_Record,Chandpur | 1995 | 7 | Minimum,BMD B37,25.7,BRRI B58,24.2,substantive
Temperature_Record,Chandpur | 1995 | 8 | Minimum,BMD B37,26.1,BRRI B58,24.1,substantive
Temperature_Record,Chandpur | 1995 | 9 | Minimum,BMD B37,26.0,BRRI B58,24.5,substantive
Temperature_Record,Chandpur | 1995 | 10 | Minimum,BMD B37,25.2,BRRI B58,22.0,substantive
Temperature_Record,Chandpur | 1995 | 11 | Minimum,BMD B37,21.0,BRRI B58,16.0,substantive
Temperature_Record,Chandpur | 1995 | 12 | Minimum,BMD B37,15.6,BRRI B58,12.8,substantive
Temperature_Record,Chandpur | 1996 | 1 | Minimum,BMD B38,14.3,BRRI B58,11.2,substantive
Temperature_Record,Chandpur | 1996 | 2 | Minimum,BMD B38,16.5,BRRI B58,12.8,substantive
Temperature_Record,Chandpur | 1996 | 3 | Minimum,BMD B38,22.5,BRRI B58,16.5,substantive
Temperature_Record,Chandpur | 1996 | 4 | Minimum,BMD B38,23.9,BRRI B58,20.0,substantive
Temperature_Record,Chandpur | 1996 | 5 | Minimum,BMD B38,25.7,BRRI B58,20.0,substantive
Temperature_Record,Chandpur | 1996 | 6 | Minimum,BMD B38,25.5,BRRI B58,21.6,substantive
Temperature_Record,Chandpur | 1996 | 7 | Minimum,BMD B38,26.2,BRRI B58,24.0,substantive
Temperature_Record,Chandpur | 1996 | 8 | Minimum,BMD B38,25.8,BRRI B58,24.5,substantive
Temperature_Record,Chandpur | 1996 | 9 | Minimum,BMD B38,26.2,BRRI B58,24.1,substantive
Temperature_Record,Chandpur | 1996 | 10 | Minimum,BMD B38,23.9,BRRI B58,21.0,substantive
Temperature_Record,Chandpur | 1996 | 11 | Minimum,BMD B38,19.8,BRRI B58,15.0,substantive
Temperature_Record,Chandpur | 1996 | 12 | Minimum,BMD B38,16.1,BRRI B58,13.5,substantive
Temperature_Record,Chandpur | 1997 | 1 | Minimum,BMD B39,13.0,BRRI B58,10.0,substantive
Temperature_Record,Chandpur | 1997 | 2 | Minimum,BMD B39,15.3,BRRI B58,10.5,substantive
Temperature_Record,Chandpur | 1997 | 3 | Minimum,BMD B39,21.4,BRRI B58,18.0,substantive
Temperature_Record,Chandpur | 1997 | 4 | Minimum,BMD B39,21.0,BRRI B58,17.0,substantive
Temperature_Record,Chandpur | 1997 | 5 | Minimum,BMD B39,24.8,BRRI B58,21.0,substantive
Temperature_Record,Chandpur | 1997 | 6 | Minimum,BMD B39,25.6,BRRI B58,23.5,substantive
Temperature_Record,Chandpur | 1997 | 7 | Minimum,BMD B39,25.9,BRRI B58,24.6,substantive
Temperature_Record,Chandpur | 1997 | 8 | Minimum,BMD B39,26.6,BRRI B58,25.0,substantive
Temperature_Record,Chandpur | 1997 | 9 | Minimum,BMD B39,25.5,BRRI B58,22.5,substantive
Temperature_Record,Chandpur | 1997 | 10 | Minimum,BMD B39,23.6,BRRI B58,20.2,substantive
Temperature_Record,Chandpur | 1997 | 11 | Minimum,BMD B39,21.1,BRRI B58,18.5,substantive
Temperature_Record,Chandpur | 1997 | 12 | Minimum,BMD B39,15.9,BRRI B58,13.1,substantive
Temperature_Record,Chandpur | 1998 | 1 | Minimum,BMD B40,13.7,BRRI B58,10.0,substantive
Temperature_Record,Chandpur | 1998 | 2 | Minimum,BMD B40,17.1,BRRI B58,12.5,substantive
Temperature_Record,Chandpur | 1998 | 3 | Minimum,BMD B40,19.4,BRRI B58,14.8,substantive
Temperature_Record,Chandpur | 1998 | 4 | Minimum,BMD B40,22.9,BRRI B58,18.8,substantive
Temperature_Record,Chandpur | 1998 | 5 | Minimum,BMD B40,25.9,BRRI B58,22.0,substantive
Temperature_Record,Chandpur | 1998 | 6 | Minimum,BMD B40,27.6,BRRI B58,23.0,substantive
Temperature_Record,Chandpur | 1998 | 7 | Minimum,BMD B40,26.1,BRRI B58,24.5,substantive
Temperature_Record,Chandpur | 1998 | 8 | Minimum,BMD B40,26.6,BRRI B58,25.2,substantive
Temperature_Record,Chandpur | 1998 | 9 | Minimum,BMD B40,26.4,BRRI B58,24.6,substantive
Temperature_Record,Chandpur | 1998 | 10 | Minimum,BMD B40,26.8,BRRI B58,25.7,substantive
Temperature_Record,Chandpur | 1998 | 12 | Minimum,BMD B40,16.1,BRRI B58,14.0,substantive
Temperature_Record,Chandpur | 1999 | 1 | Minimum,BMD B41,14.6,BRRI B58,12.5,substantive
Temperature_Record,Chandpur | 1999 | 2 | Minimum,BMD B41,17.3,BRRI B58,12.5,substantive
Temperature_Record,Chandpur | 1999 | 3 | Minimum,BMD B41,21.9,BRRI B58,17.0,substantive
Temperature_Record,Chandpur | 1999 | 4 | Minimum,BMD B41,25.4,BRRI B58,20.0,substantive
Temperature_Record,Chandpur | 1999 | 5 | Minimum,BMD B41,25.1,BRRI B58,20.5,substantive
Temperature_Record,Chandpur | 1999 | 6 | Minimum,BMD B41,25.9,BRRI B58,22.8,substantive
Temperature_Record,Chandpur | 1999 | 7 | Minimum,BMD B41,25.7,BRRI B58,24.0,substantive
Temperature_Record,Chandpur | 1999 | 8 | Minimum,BMD B41,25.9,BRRI B58,24.6,substantive
Temperature_Record,Chandpur | 1999 | 9 | Minimum,BMD B41,25.1,BRRI B58,22.9,substantive
Temperature_Record,Chandpur | 1999 | 10 | Minimum,BMD B41,24.6,BRRI B58,21.8,substantive
Temperature_Record,Chandpur | 1999 | 11 | Minimum,BMD B41,20.4,BRRI B58,16.7,substantive
Temperature_Record,Chandpur | 1999 | 12 | Minimum,BMD B41,16.3,BRRI B58,14.0,substantive
Temperature_Record,Chandpur | 2000 | 1 | Minimum,BMD B42,14.0,BRRI B58,10.4,substantive
Temperature_Record,Chandpur | 2000 | 2 | Minimum,BMD B42,15.9,BRRI B58,13.2,substantive
Temperature_Record,Chandpur | 2000 | 3 | Minimum,BMD B42,20.5,BRRI B58,15.5,substantive
Temperature_Record,Chandpur | 2000 | 4 | Minimum,BMD B42,23.6,BRRI B58,20.0,substantive
Temperature_Record,Chandpur | 2000 | 5 | Minimum,BMD B42,24.4,BRRI B58,20.5,substantive
Temperature_Record,Chandpur | 2000 | 6 | Minimum,BMD B42,25.9,BRRI B58,24.0,substantive
Temperature_Record,Chandpur | 2000 | 7 | Minimum,BMD B42,26.3,BRRI B58,24.8,substantive
Temperature_Record,Chandpur | 2000 | 8 | Minimum,BMD B42,26.3,BRRI B58,24.5,substantive
Temperature_Record,Chandpur | 2000 | 9 | Minimum,BMD B42,25.8,BRRI B58,24.0,substantive
Temperature_Record,Chandpur | 2000 | 10 | Minimum,BMD B42,24.8,BRRI B58,20.0,substantive
Temperature_Record,Chandpur | 2000 | 11 | Minimum,BMD B42,20.2,BRRI B58,16.8,substantive
Temperature_Record,Chandpur | 2000 | 12 | Minimum,BMD B42,14.9,BRRI B58,13.8,substantive
Temperature_Record,Chandpur | 2001 | 1 | Minimum,BMD B43,12.6,BRRI B58,10.0,substantive
Temperature_Record,Chandpur | 2001 | 2 | Minimum,BMD B43,16.3,BRRI B58,12.8,substantive
Temperature_Record,Chandpur | 2001 | 3 | Minimum,BMD B43,20.3,BRRI B58,16.0,substantive
Temperature_Record,Chandpur | 2001 | 4 | Minimum,BMD B43,24.2,BRRI B58,20.5,substantive
Temperature_Record,Chandpur | 2001 | 5 | Minimum,BMD B43,24.2,BRRI B58,20.5,substantive
Temperature_Record,Chandpur | 2001 | 6 | Minimum,BMD B43,25.5,BRRI B58,24.0,substantive
Temperature_Record,Chandpur | 2001 | 7 | Minimum,BMD B43,25.8,BRRI B58,24.4,substantive
Temperature_Record,Chandpur | 2001 | 8 | Minimum,BMD B43,26.3,BRRI B58,25.0,substantive
Temperature_Record,Chandpur | 2001 | 9 | Minimum,BMD B43,25.7,BRRI B58,24.0,substantive
Temperature_Record,Chandpur | 2001 | 10 | Minimum,BMD B43,24.9,BRRI B58,23.0,substantive
Temperature_Record,Chandpur | 2001 | 11 | Minimum,BMD B43,21.2,BRRI B58,18.2,substantive
Temperature_Record,Chandpur | 2001 | 12 | Minimum,BMD B43,15.0,BRRI B58,12.9,substantive
Temperature_Record,Chandpur | 2002 | 1 | Minimum,BMD B44,14.4,BRRI B58,11.8,substantive
Temperature_Record,Chandpur | 2002 | 2 | Minimum,BMD B44,16.4,BRRI B58,12.0,substantive
Temperature_Record,Chandpur | 2002 | 3 | Minimum,BMD B44,20.0,BRRI B58,15.5,substantive
Temperature_Record,Chandpur | 2002 | 4 | Minimum,BMD B44,23.0,BRRI B58,17.6,substantive
Temperature_Record,Chandpur | 2002 | 5 | Minimum,BMD B44,24.3,BRRI B58,21.0,substantive
Temperature_Record,Chandpur | 2002 | 6 | Minimum,BMD B44,25.7,BRRI B58,23.0,substantive
Temperature_Record,Chandpur | 2002 | 7 | Minimum,BMD B44,26.0,BRRI B58,25.0,substantive
Temperature_Record,Chandpur | 2002 | 8 | Minimum,BMD B44,25.9,BRRI B58,24.8,substantive
Temperature_Record,Chandpur | 2002 | 9 | Minimum,BMD B44,25.8,BRRI B58,24.1,substantive
Temperature_Record,Chandpur | 2002 | 10 | Minimum,BMD B44,23.9,BRRI B58,20.1,substantive
Temperature_Record,Chandpur | 2002 | 11 | Minimum,BMD B44,20.1,BRRI B58,17.0,substantive
Temperature_Record,Chandpur | 2002 | 12 | Minimum,BMD B44,16.0,BRRI B58,12.2,substantive
Temperature_Record,Chandpur | 2003 | 1 | Minimum,BMD B45,12.9,BRRI B58,9.2,substantive
Temperature_Record,Chandpur | 2003 | 2 | Minimum,BMD B45,16.8,BRRI B58,14.1,substantive
Temperature_Record,Chandpur | 2003 | 3 | Minimum,BMD B45,19.3,BRRI B58,14.0,substantive
Temperature_Record,Chandpur | 2003 | 4 | Minimum,BMD B45,24.4,BRRI B58,20.1,substantive
Temperature_Record,Chandpur | 2003 | 5 | Minimum,BMD B45,25.4,BRRI B58,21.1,substantive
Temperature_Record,Chandpur | 2003 | 6 | Minimum,BMD B45,25.4,BRRI B58,22.6,substantive
Temperature_Record,Chandpur | 2003 | 7 | Minimum,BMD B45,26.4,BRRI B58,25.0,substantive
Temperature_Record,Chandpur | 2003 | 8 | Minimum,BMD B45,26.4,BRRI B58,25.0,substantive
Temperature_Record,Chandpur | 2003 | 9 | Minimum,BMD B45,26.1,BRRI B58,25.0,substantive
Temperature_Record,Chandpur | 2003 | 10 | Minimum,BMD B45,25.7,BRRI B58,23.8,substantive
Temperature_Record,Chandpur | 2003 | 11 | Minimum,BMD B45,20.1,BRRI B58,15.6,substantive
Temperature_Record,Chandpur | 2003 | 12 | Minimum,BMD B45,16.8,BRRI B58,13.9,substantive
Temperature_Record,Chandpur | 2004 | 1 | Minimum,BMD B46,14.1,BRRI B58,10.6,substantive
Temperature_Record,Chandpur | 2004 | 2 | Minimum,BMD B46,16.0,BRRI B58,10.6,substantive
Temperature_Record,Chandpur | 2004 | 3 | Minimum,BMD B46,22.2,BRRI B58,16.5,substantive
Temperature_Record,Chandpur | 2004 | 4 | Minimum,BMD B46,24.0,BRRI B58,20.1,substantive
Temperature_Record,Chandpur | 2004 | 5 | Minimum,BMD B46,25.9,BRRI B58,21.3,substantive
Temperature_Record,Chandpur | 2004 | 6 | Minimum,BMD B46,25.3,BRRI B58,23.6,substantive
